% Time Stamp, Integration Time, Reference Current,Diode 1, Diode 2, Diode 3, Diode 4, Diode 5, Diode 6, Diode 7, Diode 8,
2024-May-20_14:05:04.810, 8mS, 80nA,118,159,189,212,147,95,110,2571, 
2024-May-20_14:05:04.930, 8mS, 80nA,115,157,188,210,147,93,109,2470, 
2024-May-20_14:05:05.060, 8mS, 80nA,118,159,190,213,148,95,110,2582, 
2024-May-20_14:05:05.180, 8mS, 80nA,115,157,187,210,146,93,109,2484, 
2024-May-20_14:05:05.310, 8mS, 80nA,114,157,187,210,146,93,109,2467, 
2024-May-20_14:05:05.430, 8mS, 80nA,121,161,191,215,149,96,111,2644, 
2024-May-20_14:05:05.560, 8mS, 80nA,116,158,189,212,147,94,110,2519, 
2024-May-20_14:05:05.680, 8mS, 80nA,115,158,189,212,148,94,110,2487, 
2024-May-20_14:05:05.810, 8mS, 80nA,120,162,192,216,150,96,111,2628, 
2024-May-20_14:05:05.930, 8mS, 80nA,118,159,190,212,147,94,110,2464, 
2024-May-20_14:05:06.060, 8mS, 80nA,115,158,189,212,148,94,110,2480, 
2024-May-20_14:05:06.180, 8mS, 80nA,120,161,191,214,149,95,111,2613, 
2024-May-20_14:05:06.310, 8mS, 80nA,119,161,191,214,148,94,110,2491, 
2024-May-20_14:05:06.430, 8mS, 80nA,118,161,192,215,149,95,111,2557, 
2024-May-20_14:05:06.560, 8mS, 80nA,120,161,190,213,148,95,110,2627, 
2024-May-20_14:05:06.680, 8mS, 80nA,115,156,186,208,146,93,109,2468, 
2024-May-20_14:05:06.810, 8mS, 80nA,115,157,187,209,146,93,109,2466, 
2024-May-20_14:05:06.930, 8mS, 80nA,116,157,187,209,145,93,109,2503, 
2024-May-20_14:05:07.060, 8mS, 80nA,115,157,186,208,145,92,108,2420, 
2024-May-20_14:05:07.180, 8mS, 80nA,117,158,188,211,146,94,109,2539, 
2024-May-20_14:05:07.310, 8mS, 80nA,117,158,188,210,146,94,109,2534, 
2024-May-20_14:05:07.430, 8mS, 80nA,113,156,186,209,145,92,108,2418, 
2024-May-20_14:05:07.560, 8mS, 80nA,116,158,188,211,146,93,109,2501, 
2024-May-20_14:05:07.680, 8mS, 80nA,114,157,187,209,146,93,109,2450, 
2024-May-20_14:05:07.810, 8mS, 80nA,114,157,187,209,146,93,109,2451, 
2024-May-20_14:05:07.930, 8mS, 80nA,119,160,190,213,148,95,110,2582, 
2024-May-20_14:05:08.060, 8mS, 80nA,115,157,187,209,146,93,109,2473, 
2024-May-20_14:05:08.180, 8mS, 80nA,113,157,187,209,146,92,109,2426, 
2024-May-20_14:05:08.310, 8mS, 80nA,119,161,190,213,148,95,110,2582, 
2024-May-20_14:05:08.430, 8mS, 80nA,117,158,188,210,145,92,109,2424, 
2024-May-20_14:05:08.560, 8mS, 80nA,114,156,187,209,145,92,109,2436, 
2024-May-20_14:05:08.680, 8mS, 80nA,118,159,189,211,147,94,110,2584, 
2024-May-20_14:05:08.810, 8mS, 80nA,114,157,187,209,145,93,109,2455, 
2024-May-20_14:05:08.930, 8mS, 80nA,116,158,188,211,146,94,109,2494, 
2024-May-20_14:05:09.060, 8mS, 80nA,119,160,189,212,147,94,110,2603, 
2024-May-20_14:05:09.180, 8mS, 80nA,115,157,186,208,146,93,109,2449, 
2024-May-20_14:05:09.310, 8mS, 80nA,114,157,187,209,146,93,109,2455, 
2024-May-20_14:05:09.430, 8mS, 80nA,116,158,187,209,146,93,109,2523, 
2024-May-20_14:05:09.560, 8mS, 80nA,116,157,187,209,145,93,108,2429, 
2024-May-20_14:05:09.680, 8mS, 80nA,117,158,188,210,146,94,109,2541, 
2024-May-20_14:05:09.810, 8mS, 80nA,118,158,188,210,146,94,109,2555, 
2024-May-20_14:05:09.930, 8mS, 80nA,114,156,186,208,145,92,108,2432, 
2024-May-20_14:05:10.060, 8mS, 80nA,116,158,188,210,146,93,109,2503, 
2024-May-20_14:05:10.180, 8mS, 80nA,115,157,187,209,145,93,109,2471, 
2024-May-20_14:05:10.310, 8mS, 80nA,114,157,187,208,146,93,109,2455, 
2024-May-20_14:05:10.430, 8mS, 80nA,119,160,190,213,147,95,110,2591, 
2024-May-20_14:05:10.560, 8mS, 80nA,116,157,187,209,146,93,109,2501, 
2024-May-20_14:05:10.680, 8mS, 80nA,114,157,187,209,145,92,109,2450, 
2024-May-20_14:05:10.810, 8mS, 80nA,119,160,190,213,147,95,110,2591, 
2024-May-20_14:05:10.930, 8mS, 80nA,114,156,186,208,145,92,108,2442, 
2024-May-20_14:05:11.060, 8mS, 80nA,114,156,186,208,145,92,108,2438, 
2024-May-20_14:05:11.180, 8mS, 80nA,118,159,188,210,146,94,109,2588, 
2024-May-20_14:05:11.310, 8mS, 80nA,114,156,186,208,145,92,108,2454, 
2024-May-20_14:05:11.430, 8mS, 80nA,115,157,187,210,146,93,109,2489, 
2024-May-20_14:05:11.560, 8mS, 80nA,119,160,189,211,147,94,110,2606, 
2024-May-20_14:05:11.680, 8mS, 80nA,115,157,186,208,145,93,109,2448, 
2024-May-20_14:05:11.811, 8mS, 80nA,115,157,187,209,145,93,109,2459, 
2024-May-20_14:05:11.931, 8mS, 80nA,117,158,187,210,146,94,109,2544, 
2024-May-20_14:05:12.061, 8mS, 80nA,116,158,187,209,145,92,108,2440, 
2024-May-20_14:05:12.181, 8mS, 80nA,117,159,188,211,146,94,109,2548, 
2024-May-20_14:05:12.311, 8mS, 80nA,118,159,188,211,146,94,110,2575, 
2024-May-20_14:05:12.431, 8mS, 80nA,114,156,186,208,145,93,109,2484, 
2024-May-20_14:05:12.560, 8mS, 80nA,115,157,187,210,146,93,109,2498, 
2024-May-20_14:05:12.681, 8mS, 80nA,115,157,186,208,145,93,109,2478, 
2024-May-20_14:05:12.811, 8mS, 80nA,115,157,186,208,145,92,108,2445, 
2024-May-20_14:05:12.930, 8mS, 80nA,119,160,189,212,147,95,110,2586, 
2024-May-20_14:05:13.060, 8mS, 80nA,116,157,187,209,145,93,109,2515, 
2024-May-20_14:05:13.180, 8mS, 80nA,114,156,186,208,145,92,108,2443, 
2024-May-20_14:05:13.310, 8mS, 80nA,119,160,189,212,147,95,110,2578, 
2024-May-20_14:05:13.430, 8mS, 80nA,114,156,186,208,145,92,108,2446, 
2024-May-20_14:05:13.560, 8mS, 80nA,114,156,186,208,146,94,109,2518, 
2024-May-20_14:05:13.680, 8mS, 80nA,119,159,189,211,146,94,110,2599, 
2024-May-20_14:05:13.810, 8mS, 80nA,115,156,186,208,145,93,109,2466, 
2024-May-20_14:05:13.930, 8mS, 80nA,115,158,187,210,146,93,109,2481, 
2024-May-20_14:05:14.060, 8mS, 80nA,119,160,189,212,147,94,110,2608, 
2024-May-20_14:05:14.180, 8mS, 80nA,116,157,187,209,145,93,109,2450, 
2024-May-20_14:05:14.310, 8mS, 80nA,115,157,187,209,146,93,109,2455, 
2024-May-20_14:05:14.430, 8mS, 80nA,118,159,188,210,146,94,109,2556, 
2024-May-20_14:05:14.560, 8mS, 80nA,114,157,187,209,145,93,109,2447, 
2024-May-20_14:05:14.680, 8mS, 80nA,117,159,189,211,147,94,109,2546, 
2024-May-20_14:05:14.810, 8mS, 80nA,119,160,189,211,147,94,110,2585, 
2024-May-20_14:05:14.931, 8mS, 80nA,114,157,187,209,146,93,109,2492, 
2024-May-20_14:05:15.060, 8mS, 80nA,116,158,188,211,146,93,109,2503, 
2024-May-20_14:05:15.181, 8mS, 80nA,115,157,187,209,146,93,109,2488, 
2024-May-20_14:05:15.311, 8mS, 80nA,115,157,187,209,146,93,109,2449, 
2024-May-20_14:05:15.431, 8mS, 80nA,119,161,190,213,148,95,110,2592, 
2024-May-20_14:05:15.561, 8mS, 80nA,116,158,188,210,146,93,109,2521, 
2024-May-20_14:05:15.681, 8mS, 80nA,114,157,187,209,146,93,109,2449, 
2024-May-20_14:05:15.811, 8mS, 80nA,119,161,190,213,148,95,110,2588, 
2024-May-20_14:05:15.931, 8mS, 80nA,114,157,187,209,145,92,109,2450, 
2024-May-20_14:05:16.061, 8mS, 80nA,114,157,187,209,147,94,110,2528, 
2024-May-20_14:05:16.181, 8mS, 80nA,119,160,189,212,147,95,110,2604, 
2024-May-20_14:05:16.311, 8mS, 80nA,115,157,187,209,146,93,109,2470, 
2024-May-20_14:05:16.431, 8mS, 80nA,116,158,188,211,147,94,110,2490, 
2024-May-20_14:05:16.561, 8mS, 80nA,120,160,190,212,147,95,110,2615, 
2024-May-20_14:05:16.681, 8mS, 80nA,115,157,187,210,146,93,109,2459, 
2024-May-20_14:05:16.811, 8mS, 80nA,115,158,188,210,146,93,109,2465, 
2024-May-20_14:05:16.931, 8mS, 80nA,118,159,189,211,147,94,110,2555, 
2024-May-20_14:05:17.060, 8mS, 80nA,114,157,187,209,146,93,109,2449, 
2024-May-20_14:05:17.181, 8mS, 80nA,118,159,189,212,147,94,110,2550, 
2024-May-20_14:05:17.311, 8mS, 80nA,119,160,189,212,147,95,110,2583, 
2024-May-20_14:05:17.431, 8mS, 80nA,114,157,187,209,146,93,109,2493, 
2024-May-20_14:05:17.560, 8mS, 80nA,116,158,188,211,147,94,109,2502, 
2024-May-20_14:05:17.681, 8mS, 80nA,116,158,188,209,146,93,109,2487, 
2024-May-20_14:05:17.810, 8mS, 80nA,115,158,188,209,146,93,109,2451, 
2024-May-20_14:05:17.930, 8mS, 80nA,120,161,190,214,148,95,111,2602, 
2024-May-20_14:05:18.060, 8mS, 80nA,117,158,188,210,146,94,110,2528, 
2024-May-20_14:05:18.181, 8mS, 80nA,114,157,187,209,148,95,110,2564, 
2024-May-20_14:05:18.311, 8mS, 80nA,119,161,190,213,148,95,110,2585, 
2024-May-20_14:05:18.431, 8mS, 80nA,114,157,187,209,146,93,109,2456, 
2024-May-20_14:05:18.560, 8mS, 80nA,114,157,187,209,147,94,110,2524, 
2024-May-20_14:05:18.681, 8mS, 80nA,119,160,190,212,147,95,110,2608, 
2024-May-20_14:05:18.811, 8mS, 80nA,115,157,187,209,146,93,109,2476, 
2024-May-20_14:05:18.931, 8mS, 80nA,116,158,188,211,147,94,110,2490, 
2024-May-20_14:05:19.060, 8mS, 80nA,120,161,190,213,148,95,110,2618, 
2024-May-20_14:05:19.181, 8mS, 80nA,115,157,188,210,146,93,109,2455, 
2024-May-20_14:05:19.311, 8mS, 80nA,115,158,188,210,147,95,110,2585, 
2024-May-20_14:05:19.431, 8mS, 80nA,118,159,189,211,147,94,110,2562, 
2024-May-20_14:05:19.561, 8mS, 80nA,114,157,187,209,146,93,109,2447, 
2024-May-20_14:05:19.681, 8mS, 80nA,117,159,189,212,147,94,110,2538, 
2024-May-20_14:05:19.811, 8mS, 80nA,119,160,189,212,147,95,110,2581, 
2024-May-20_14:05:19.931, 8mS, 80nA,114,157,187,209,146,93,109,2482, 
2024-May-20_14:05:20.061, 8mS, 80nA,116,158,188,211,146,93,109,2501, 
2024-May-20_14:05:20.181, 8mS, 80nA,116,158,188,210,146,93,109,2492, 
2024-May-20_14:05:20.311, 8mS, 80nA,115,158,188,210,146,93,109,2469, 
2024-May-20_14:05:20.431, 8mS, 80nA,120,161,191,214,148,95,111,2614, 
2024-May-20_14:05:20.561, 8mS, 80nA,117,159,189,210,147,94,110,2534, 
2024-May-20_14:05:20.682, 8mS, 80nA,114,157,187,210,148,95,110,2555, 
2024-May-20_14:05:20.811, 8mS, 80nA,119,161,190,214,148,95,110,2573, 
2024-May-20_14:05:20.931, 8mS, 80nA,114,157,187,209,146,93,109,2440, 
2024-May-20_14:05:21.061, 8mS, 80nA,114,157,187,209,147,94,110,2507, 
2024-May-20_14:05:21.181, 8mS, 80nA,119,160,190,212,147,95,110,2588, 
2024-May-20_14:05:21.311, 8mS, 80nA,115,157,187,209,146,93,109,2456, 
2024-May-20_14:05:21.431, 8mS, 80nA,115,158,188,211,148,95,110,2590, 
2024-May-20_14:05:21.561, 8mS, 80nA,119,160,190,213,147,95,110,2591, 
2024-May-20_14:05:21.681, 8mS, 80nA,114,157,187,210,146,93,109,2432, 
2024-May-20_14:05:21.811, 8mS, 80nA,114,157,188,210,147,94,110,2562, 
2024-May-20_14:05:21.931, 8mS, 80nA,117,159,188,211,146,94,110,2524, 
2024-May-20_14:05:22.061, 8mS, 80nA,113,157,187,209,145,92,109,2411, 
2024-May-20_14:05:22.181, 8mS, 80nA,116,159,189,211,147,94,109,2513, 
2024-May-20_14:05:22.311, 8mS, 80nA,118,160,189,211,147,94,110,2558, 
2024-May-20_14:05:22.431, 8mS, 80nA,115,158,188,210,146,93,109,2473, 
2024-May-20_14:05:22.561, 8mS, 80nA,116,158,188,211,148,95,110,2591, 
2024-May-20_14:05:22.681, 8mS, 80nA,115,157,187,209,146,93,109,2471, 
2024-May-20_14:05:22.811, 8mS, 80nA,114,157,187,210,146,93,109,2452, 
2024-May-20_14:05:22.931, 8mS, 80nA,119,161,190,213,148,95,110,2593, 
2024-May-20_14:05:23.061, 8mS, 80nA,116,158,188,209,146,93,109,2496, 
2024-May-20_14:05:23.181, 8mS, 80nA,114,157,187,209,147,95,110,2553, 
2024-May-20_14:05:23.311, 8mS, 80nA,119,160,190,213,147,95,110,2574, 
2024-May-20_14:05:23.431, 8mS, 80nA,113,156,186,208,145,92,109,2422, 
2024-May-20_14:05:23.561, 8mS, 80nA,113,156,186,208,147,94,110,2518, 
2024-May-20_14:05:23.681, 8mS, 80nA,118,159,188,211,146,94,109,2560, 
2024-May-20_14:05:23.811, 8mS, 80nA,113,156,186,208,145,92,108,2427, 
2024-May-20_14:05:23.931, 8mS, 80nA,116,158,188,211,146,93,109,2480, 
2024-May-20_14:05:24.061, 8mS, 80nA,118,159,189,211,147,94,109,2564, 
2024-May-20_14:05:24.181, 8mS, 80nA,114,157,187,210,146,93,109,2431, 
2024-May-20_14:05:24.311, 8mS, 80nA,115,158,188,210,147,94,110,2564, 
2024-May-20_14:05:24.431, 8mS, 80nA,116,158,187,209,146,93,109,2492, 
2024-May-20_14:05:24.561, 8mS, 80nA,114,157,187,209,146,93,109,2429, 
2024-May-20_14:05:24.681, 8mS, 80nA,118,160,189,212,147,94,110,2564, 
2024-May-20_14:05:24.811, 8mS, 80nA,117,158,188,210,146,93,109,2519, 
2024-May-20_14:05:24.931, 8mS, 80nA,116,158,188,211,146,93,109,2511, 
2024-May-20_14:05:25.061, 8mS, 80nA,117,159,189,211,146,94,109,2533, 
2024-May-20_14:05:25.181, 8mS, 80nA,114,156,186,208,145,92,109,2435, 
2024-May-20_14:05:25.311, 8mS, 80nA,115,158,188,210,146,93,109,2482, 
2024-May-20_14:05:25.431, 8mS, 80nA,119,160,189,212,147,95,110,2584, 
2024-May-20_14:05:25.561, 8mS, 80nA,114,157,187,208,145,92,109,2452, 
2024-May-20_14:05:25.681, 8mS, 80nA,114,157,187,209,147,95,110,2583, 
2024-May-20_14:05:25.811, 8mS, 80nA,119,160,189,212,147,95,110,2584, 
2024-May-20_14:05:25.931, 8mS, 80nA,113,156,186,208,145,92,108,2421, 
2024-May-20_14:05:26.061, 8mS, 80nA,113,156,186,208,147,94,110,2557, 
2024-May-20_14:05:26.181, 8mS, 80nA,116,158,187,209,146,93,109,2518, 
2024-May-20_14:05:26.311, 8mS, 80nA,113,156,186,208,145,92,108,2402, 
2024-May-20_14:05:26.431, 8mS, 80nA,117,159,189,212,146,94,109,2553, 
2024-May-20_14:05:26.561, 8mS, 80nA,117,159,188,210,146,94,109,2549, 
2024-May-20_14:05:26.681, 8mS, 80nA,115,158,187,210,146,93,109,2467, 
2024-May-20_14:05:26.811, 8mS, 80nA,116,158,188,211,147,94,110,2583, 
2024-May-20_14:05:26.931, 8mS, 80nA,115,157,187,208,145,93,109,2462, 
2024-May-20_14:05:27.061, 8mS, 80nA,114,157,187,209,146,93,109,2446, 
2024-May-20_14:05:27.181, 8mS, 80nA,118,160,189,212,147,94,110,2580, 
2024-May-20_14:05:27.311, 8mS, 80nA,115,157,187,209,145,93,109,2485, 
2024-May-20_14:05:27.431, 8mS, 80nA,117,159,189,211,147,94,109,2549, 
2024-May-20_14:05:27.561, 8mS, 80nA,118,159,189,211,146,94,109,2533, 
2024-May-20_14:05:27.681, 8mS, 80nA,113,156,186,208,145,92,108,2419, 
2024-May-20_14:05:27.811, 8mS, 80nA,116,158,188,211,146,93,109,2515, 
2024-May-20_14:05:27.931, 8mS, 80nA,118,159,188,211,146,94,110,2558, 
2024-May-20_14:05:28.061, 8mS, 80nA,114,156,186,208,145,92,108,2426, 
2024-May-20_14:05:28.181, 8mS, 80nA,115,157,187,210,147,95,110,2585, 
2024-May-20_14:05:28.311, 8mS, 80nA,118,160,189,211,147,94,110,2571, 
2024-May-20_14:05:28.431, 8mS, 80nA,114,157,187,209,145,92,108,2439, 
2024-May-20_14:05:28.561, 8mS, 80nA,119,160,189,212,147,95,110,2577, 
2024-May-20_14:05:28.681, 8mS, 80nA,115,157,187,209,145,93,109,2475, 
2024-May-20_14:05:28.812, 8mS, 80nA,113,156,186,208,145,92,108,2411, 
2024-May-20_14:05:28.932, 8mS, 80nA,118,160,189,212,146,93,109,2517, 
2024-May-20_14:05:29.052, 8mS, 80nA,116,158,187,209,146,93,109,2510, 
2024-May-20_14:05:29.182, 8mS, 80nA,117,159,189,212,147,94,110,2521, 
2024-May-20_14:05:29.302, 8mS, 80nA,118,160,189,212,146,94,109,2553, 
2024-May-20_14:05:29.432, 8mS, 80nA,113,156,186,208,145,92,108,2426, 
2024-May-20_14:05:29.552, 8mS, 80nA,116,158,188,211,146,93,109,2492, 
2024-May-20_14:05:29.682, 8mS, 80nA,118,159,189,211,146,94,110,2573, 
2024-May-20_14:05:29.802, 8mS, 80nA,114,156,186,208,145,92,109,2441, 
2024-May-20_14:05:29.932, 8mS, 80nA,118,160,189,212,147,94,110,2582, 
2024-May-20_14:05:30.052, 8mS, 80nA,119,160,189,212,146,93,109,2486, 
2024-May-20_14:05:30.192, 8mS, 80nA,114,157,187,209,145,92,109,2430, 
2024-May-20_14:05:30.302, 8mS, 80nA,118,160,189,212,147,94,110,2570, 
2024-May-20_14:05:30.433, 8mS, 80nA,116,158,187,210,146,93,109,2510, 
2024-May-20_14:05:30.560, 8mS, 80nA,113,156,186,209,145,92,109,2419, 
2024-May-20_14:05:30.681, 8mS, 80nA,118,159,188,211,147,94,110,2554, 
2024-May-20_14:05:30.811, 8mS, 80nA,117,158,188,210,145,92,108,2427, 
2024-May-20_14:05:30.931, 8mS, 80nA,116,158,188,210,146,93,109,2491, 
2024-May-20_14:05:31.062, 8mS, 80nA,118,160,189,212,147,94,110,2569, 
2024-May-20_14:05:31.183, 8mS, 80nA,114,156,186,208,145,92,109,2433, 
2024-May-20_14:05:31.302, 8mS, 80nA,114,157,187,209,146,93,109,2458, 
2024-May-20_14:05:31.432, 8mS, 80nA,118,160,189,212,145,93,109,2473, 
2024-May-20_14:05:31.552, 8mS, 80nA,114,156,186,208,145,92,109,2441, 
2024-May-20_14:05:31.682, 8mS, 80nA,118,160,189,212,147,95,110,2561, 
2024-May-20_14:05:31.802, 8mS, 80nA,119,160,189,213,146,93,109,2487, 
2024-May-20_14:05:31.934, 8mS, 80nA,113,156,186,208,145,92,108,2411, 
2024-May-20_14:05:32.054, 8mS, 80nA,118,160,189,212,147,94,110,2552, 
2024-May-20_14:05:32.184, 8mS, 80nA,117,158,188,210,146,93,109,2530, 
2024-May-20_14:05:32.304, 8mS, 80nA,113,156,186,208,145,92,108,2416, 
2024-May-20_14:05:32.434, 8mS, 80nA,117,159,189,212,146,94,110,2569, 
2024-May-20_14:05:32.554, 8mS, 80nA,118,159,188,210,146,94,109,2551, 
2024-May-20_14:05:32.685, 8mS, 80nA,115,158,188,210,146,93,109,2472, 
2024-May-20_14:05:32.805, 8mS, 80nA,119,160,189,212,147,94,110,2583, 
2024-May-20_14:05:32.935, 8mS, 80nA,114,157,186,208,145,93,109,2457, 
2024-May-20_14:05:33.055, 8mS, 80nA,114,157,187,210,147,94,110,2573, 
2024-May-20_14:05:33.185, 8mS, 80nA,119,160,189,212,147,94,110,2583, 
2024-May-20_14:05:33.305, 8mS, 80nA,114,157,186,209,145,92,109,2429, 
2024-May-20_14:05:33.436, 8mS, 80nA,118,159,189,211,146,94,109,2571, 
2024-May-20_14:05:33.557, 8mS, 80nA,118,158,187,209,146,94,109,2563, 
2024-May-20_14:05:33.677, 8mS, 80nA,114,155,183,205,143,91,107,2449, 
2024-May-20_14:05:33.808, 8mS, 80nA,115,153,181,202,140,91,105,2525, 
2024-May-20_14:05:33.928, 8mS, 80nA,113,149,175,196,136,89,102,2476, 
2024-May-20_14:05:34.060, 8mS, 80nA,105,142,169,189,132,85,99,2338, 
2024-May-20_14:05:34.180, 8mS, 80nA,109,144,169,190,132,86,99,2394, 
2024-May-20_14:05:34.310, 8mS, 80nA,104,139,165,185,129,83,96,2247, 
2024-May-20_14:05:34.430, 8mS, 80nA,103,139,165,185,128,82,96,2230, 
2024-May-20_14:05:34.560, 8mS, 80nA,105,139,164,185,128,83,95,2315, 
2024-May-20_14:05:34.680, 8mS, 80nA,98,132,157,176,123,79,91,2109, 
2024-May-20_14:05:34.810, 8mS, 80nA,94,127,152,171,119,76,88,2055, 
2024-May-20_14:05:34.930, 8mS, 80nA,95,127,151,169,117,76,87,2086, 
2024-May-20_14:05:35.060, 8mS, 80nA,91,123,147,166,115,73,85,1971, 
2024-May-20_14:05:35.182, 8mS, 80nA,93,124,148,168,115,74,85,2047, 
2024-May-20_14:05:35.302, 8mS, 80nA,91,121,145,164,113,73,83,2012, 
2024-May-20_14:05:35.432, 8mS, 80nA,87,118,142,161,112,71,82,1896, 
2024-May-20_14:05:35.553, 8mS, 80nA,89,120,144,164,113,72,82,1966, 
2024-May-20_14:05:35.683, 8mS, 80nA,87,118,141,160,111,71,81,1904, 
2024-May-20_14:05:35.803, 8mS, 80nA,86,117,140,160,111,71,81,1881, 
2024-May-20_14:05:35.933, 8mS, 80nA,90,120,143,163,112,73,82,2012, 
2024-May-20_14:05:36.053, 8mS, 80nA,87,117,140,160,110,71,81,1901, 
2024-May-20_14:05:36.183, 8mS, 80nA,85,116,139,159,110,70,80,1863, 
2024-May-20_14:05:36.303, 8mS, 80nA,88,118,141,161,111,72,80,1970, 
2024-May-20_14:05:36.433, 8mS, 80nA,85,114,137,157,108,69,79,1818, 
2024-May-20_14:05:36.553, 8mS, 80nA,82,111,134,154,106,68,77,1779, 
2024-May-20_14:05:36.683, 8mS, 80nA,83,110,132,152,105,68,76,1827, 
2024-May-20_14:05:36.803, 8mS, 80nA,80,106,128,148,101,65,73,1688, 
2024-May-20_14:05:36.933, 8mS, 80nA,78,105,126,146,101,65,72,1720, 
2024-May-20_14:05:37.053, 8mS, 80nA,77,102,123,143,98,64,71,1705, 
2024-May-20_14:05:37.183, 8mS, 80nA,70,94,115,134,92,59,66,1518, 
