% Time Stamp, Integration Time, Reference Current,Diode 1, Diode 2, Diode 3, Diode 4, Diode 5, Diode 6, Diode 7, Diode 8,
2024-May-20_13:57:41.935, 8mS, 80nA,119,164,195,219,152,98,113,2616, 
2024-May-20_13:57:42.055, 8mS, 80nA,114,159,191,215,150,95,111,2462, 
2024-May-20_13:57:42.185, 8mS, 80nA,119,163,194,218,151,97,113,2602, 
2024-May-20_13:57:42.305, 8mS, 80nA,116,160,191,214,150,96,112,2522, 
2024-May-20_13:57:42.435, 8mS, 80nA,113,158,190,213,149,95,111,2440, 
2024-May-20_13:57:42.554, 8mS, 80nA,117,162,193,217,150,96,112,2564, 
2024-May-20_13:57:42.685, 8mS, 80nA,117,161,192,215,150,96,112,2548, 
2024-May-20_13:57:42.804, 8mS, 80nA,116,161,192,217,151,96,112,2516, 
2024-May-20_13:57:42.935, 8mS, 80nA,116,161,193,217,150,96,112,2583, 
2024-May-20_13:57:43.054, 8mS, 80nA,113,159,190,213,149,95,111,2449, 
2024-May-20_13:57:43.184, 8mS, 80nA,114,160,191,215,150,95,112,2470, 
2024-May-20_13:57:43.305, 8mS, 80nA,118,162,193,216,150,97,112,2594, 
2024-May-20_13:57:43.434, 8mS, 80nA,114,159,191,213,149,95,111,2483, 
2024-May-20_13:57:43.554, 8mS, 80nA,118,162,193,217,151,97,112,2584, 
2024-May-20_13:57:43.684, 8mS, 80nA,118,162,193,217,150,96,112,2535, 
2024-May-20_13:57:43.804, 8mS, 80nA,113,158,190,213,149,95,111,2437, 
2024-May-20_13:57:43.934, 8mS, 80nA,117,161,192,216,150,96,112,2552, 
2024-May-20_13:57:44.055, 8mS, 80nA,117,161,192,216,150,96,112,2568, 
2024-May-20_13:57:44.185, 8mS, 80nA,113,159,190,214,149,95,111,2447, 
2024-May-20_13:57:44.305, 8mS, 80nA,119,163,194,218,152,97,113,2611, 
2024-May-20_13:57:44.435, 8mS, 80nA,119,163,194,218,152,97,113,2606, 
2024-May-20_13:57:44.555, 8mS, 80nA,115,161,193,216,150,96,112,2479, 
2024-May-20_13:57:44.685, 8mS, 80nA,115,161,193,217,153,98,114,2622, 
2024-May-20_13:57:44.805, 8mS, 80nA,116,161,193,217,151,96,112,2520, 
2024-May-20_13:57:44.935, 8mS, 80nA,114,160,192,216,150,95,112,2451, 
2024-May-20_13:57:45.055, 8mS, 80nA,118,163,195,220,151,97,113,2564, 
2024-May-20_13:57:45.185, 8mS, 80nA,116,161,193,216,151,96,112,2540, 
2024-May-20_13:57:45.306, 8mS, 80nA,116,161,193,218,151,97,112,2529, 
2024-May-20_13:57:45.435, 8mS, 80nA,117,162,194,219,151,97,113,2579, 
2024-May-20_13:57:45.555, 8mS, 80nA,114,161,193,217,151,96,112,2463, 
2024-May-20_13:57:45.685, 8mS, 80nA,116,163,195,219,152,97,113,2506, 
2024-May-20_13:57:45.805, 8mS, 80nA,119,164,196,220,153,98,113,2603, 
2024-May-20_13:57:45.936, 8mS, 80nA,115,160,192,216,151,96,112,2485, 
2024-May-20_13:57:46.056, 8mS, 80nA,118,163,194,218,152,97,113,2591, 
2024-May-20_13:57:46.186, 8mS, 80nA,119,163,195,219,152,98,113,2612, 
2024-May-20_13:57:46.306, 8mS, 80nA,114,160,192,216,151,96,112,2450, 
2024-May-20_13:57:46.436, 8mS, 80nA,117,162,194,218,152,97,113,2567, 
2024-May-20_13:57:46.556, 8mS, 80nA,118,162,193,217,151,97,113,2568, 
2024-May-20_13:57:46.686, 8mS, 80nA,114,160,192,215,150,95,112,2451, 
2024-May-20_13:57:46.807, 8mS, 80nA,117,162,194,218,153,98,114,2616, 
2024-May-20_13:57:46.937, 8mS, 80nA,119,164,196,220,153,98,114,2612, 
2024-May-20_13:57:47.057, 8mS, 80nA,115,162,195,218,152,96,113,2491, 
2024-May-20_13:57:47.187, 8mS, 80nA,116,161,194,217,153,98,114,2622, 
2024-May-20_13:57:47.307, 8mS, 80nA,116,161,193,216,151,96,112,2522, 
2024-May-20_13:57:47.427, 8mS, 80nA,115,161,194,217,151,96,112,2470, 
2024-May-20_13:57:47.557, 8mS, 80nA,120,166,198,222,154,99,115,2622, 
2024-May-20_13:57:47.677, 8mS, 80nA,118,163,195,218,152,97,113,2569, 
2024-May-20_13:57:47.807, 8mS, 80nA,118,163,195,220,153,97,113,2555, 
2024-May-20_13:57:47.927, 8mS, 80nA,118,163,195,219,152,97,113,2605, 
2024-May-20_13:57:48.057, 8mS, 80nA,114,160,192,216,150,96,112,2470, 
2024-May-20_13:57:48.177, 8mS, 80nA,115,161,193,217,151,96,112,2492, 
2024-May-20_13:57:48.308, 8mS, 80nA,119,164,196,219,153,98,113,2606, 
2024-May-20_13:57:48.428, 8mS, 80nA,115,161,193,217,151,96,112,2490, 
2024-May-20_13:57:48.559, 8mS, 80nA,115,162,194,218,153,98,113,2592, 
2024-May-20_13:57:48.679, 8mS, 80nA,120,164,196,220,153,98,114,2623, 
2024-May-20_13:57:48.809, 8mS, 80nA,114,161,193,217,151,96,112,2458, 
2024-May-20_13:57:48.929, 8mS, 80nA,115,161,194,217,152,97,113,2572, 
2024-May-20_13:57:49.059, 8mS, 80nA,119,163,195,219,152,98,113,2589, 
2024-May-20_13:57:49.179, 8mS, 80nA,115,161,194,217,152,97,113,2520, 
2024-May-20_13:57:49.309, 8mS, 80nA,116,162,193,217,151,96,112,2531, 
2024-May-20_13:57:49.429, 8mS, 80nA,115,160,191,213,149,95,111,2488, 
2024-May-20_13:57:49.559, 8mS, 80nA,114,159,190,213,148,94,111,2459, 
2024-May-20_13:57:49.679, 8mS, 80nA,118,162,193,216,150,96,112,2587, 
2024-May-20_13:57:49.810, 8mS, 80nA,115,159,190,212,148,94,111,2486, 
2024-May-20_13:57:49.930, 8mS, 80nA,112,158,189,212,149,95,111,2532, 
2024-May-20_13:57:50.060, 8mS, 80nA,117,162,192,216,150,96,112,2545, 
2024-May-20_13:57:50.180, 8mS, 80nA,113,158,190,212,148,94,110,2412, 
2024-May-20_13:57:50.310, 8mS, 80nA,113,159,190,212,149,95,112,2496, 
2024-May-20_13:57:50.430, 8mS, 80nA,117,162,192,215,150,96,112,2562, 
2024-May-20_13:57:50.560, 8mS, 80nA,114,159,190,213,148,94,111,2439, 
2024-May-20_13:57:50.680, 8mS, 80nA,115,161,192,215,149,95,111,2468, 
2024-May-20_13:57:50.810, 8mS, 80nA,118,162,193,216,150,96,112,2574, 
2024-May-20_13:57:50.930, 8mS, 80nA,114,159,190,213,148,94,111,2427, 
2024-May-20_13:57:51.060, 8mS, 80nA,113,159,190,213,148,94,111,2426, 
2024-May-20_13:57:51.180, 8mS, 80nA,115,160,191,213,148,95,111,2490, 
2024-May-20_13:57:51.310, 8mS, 80nA,112,158,189,212,147,93,110,2396, 
2024-May-20_13:57:51.431, 8mS, 80nA,116,160,191,214,148,95,111,2509, 
2024-May-20_13:57:51.561, 8mS, 80nA,116,160,191,214,148,95,111,2528, 
2024-May-20_13:57:51.681, 8mS, 80nA,112,158,189,211,148,94,110,2448, 
2024-May-20_13:57:51.811, 8mS, 80nA,114,159,190,213,148,94,110,2466, 
2024-May-20_13:57:51.931, 8mS, 80nA,113,158,189,211,147,93,110,2437, 
2024-May-20_13:57:52.061, 8mS, 80nA,113,158,188,211,147,93,110,2418, 
2024-May-20_13:57:52.181, 8mS, 80nA,117,161,191,215,149,95,111,2553, 
2024-May-20_13:57:52.311, 8mS, 80nA,114,158,189,211,147,94,110,2465, 
2024-May-20_13:57:52.431, 8mS, 80nA,112,157,188,210,147,93,109,2396, 
2024-May-20_13:57:52.561, 8mS, 80nA,116,161,191,214,148,95,111,2527, 
2024-May-20_13:57:52.681, 8mS, 80nA,112,157,188,210,146,93,109,2394, 
2024-May-20_13:57:52.811, 8mS, 80nA,111,157,187,210,148,94,110,2462, 
2024-May-20_13:57:52.931, 8mS, 80nA,116,160,190,213,148,95,110,2540, 
2024-May-20_13:57:53.061, 8mS, 80nA,112,157,188,210,146,93,109,2414, 
2024-May-20_13:57:53.181, 8mS, 80nA,113,158,189,212,147,94,110,2427, 
2024-May-20_13:57:53.311, 8mS, 80nA,116,160,190,213,148,95,111,2544, 
2024-May-20_13:57:53.432, 8mS, 80nA,112,157,188,211,147,93,110,2396, 
2024-May-20_13:57:53.552, 8mS, 80nA,112,157,188,211,147,93,110,2389, 
2024-May-20_13:57:53.682, 8mS, 80nA,115,159,189,212,147,94,110,2485, 
2024-May-20_13:57:53.802, 8mS, 80nA,114,159,189,211,146,93,109,2379, 
2024-May-20_13:57:53.942, 8mS, 80nA,114,159,190,213,148,94,110,2475, 
2024-May-20_13:57:54.062, 8mS, 80nA,115,160,190,213,148,94,110,2505, 
2024-May-20_13:57:54.182, 8mS, 80nA,112,157,188,210,146,93,109,2401, 
2024-May-20_13:57:54.302, 8mS, 80nA,113,158,189,212,147,94,110,2447, 
2024-May-20_13:57:57.120, 8mS, 80nA,116,160,191,214,149,95,111,2504, 
2024-May-20_13:57:57.240, 8mS, 80nA,117,161,191,214,149,95,111,2546, 
2024-May-20_13:57:57.370, 8mS, 80nA,114,158,189,212,147,94,110,2452, 
2024-May-20_13:57:57.490, 8mS, 80nA,112,157,189,211,148,95,111,2506, 
2024-May-20_13:57:57.620, 8mS, 80nA,115,160,191,214,148,95,111,2511, 
2024-May-20_13:57:57.740, 8mS, 80nA,111,157,188,211,147,93,110,2384, 
2024-May-20_13:57:57.870, 8mS, 80nA,112,157,188,211,148,94,110,2457, 
2024-May-20_13:57:57.990, 8mS, 80nA,117,161,191,214,148,95,111,2537, 
2024-May-20_13:57:58.120, 8mS, 80nA,112,158,188,211,147,93,110,2417, 
2024-May-20_13:57:58.240, 8mS, 80nA,113,158,189,212,149,96,111,2553, 
2024-May-20_13:57:58.370, 8mS, 80nA,117,161,191,215,149,96,111,2558, 
2024-May-20_13:57:58.490, 8mS, 80nA,112,157,189,211,147,93,110,2401, 
2024-May-20_13:57:58.620, 8mS, 80nA,112,158,189,211,149,95,111,2536, 
2024-May-20_13:57:58.740, 8mS, 80nA,115,159,190,212,148,94,110,2496, 
2024-May-20_13:57:58.870, 8mS, 80nA,112,157,188,211,147,93,110,2394, 
2024-May-20_13:57:58.990, 8mS, 80nA,115,160,191,214,149,95,111,2496, 
2024-May-20_13:57:59.120, 8mS, 80nA,116,160,190,213,148,95,111,2529, 
2024-May-20_13:57:59.240, 8mS, 80nA,113,159,190,213,148,94,110,2437, 
2024-May-20_13:57:59.370, 8mS, 80nA,114,159,190,213,148,94,111,2459, 
2024-May-20_13:57:59.490, 8mS, 80nA,113,158,189,211,147,94,110,2449, 
2024-May-20_13:57:59.620, 8mS, 80nA,112,157,188,211,147,93,110,2415, 
2024-May-20_13:57:59.740, 8mS, 80nA,115,158,187,209,145,94,109,2537, 
2024-May-20_13:57:59.870, 8mS, 80nA,110,151,178,200,139,90,104,2417, 
2024-May-20_13:57:59.990, 8mS, 80nA,102,142,169,189,134,86,100,2319, 
2024-May-20_13:58:00.120, 8mS, 80nA,102,139,165,185,128,82,95,2224, 
2024-May-20_13:58:00.240, 8mS, 80nA,95,132,157,176,123,78,91,2064, 
2024-May-20_13:58:00.370, 8mS, 80nA,94,129,154,173,120,77,88,2046, 
2024-May-20_13:58:00.490, 8mS, 80nA,95,129,153,173,119,77,88,2100, 
2024-May-20_13:58:00.621, 8mS, 80nA,90,125,150,169,117,74,86,1967, 
2024-May-20_13:58:00.741, 8mS, 80nA,88,123,148,167,116,74,85,1926, 
2024-May-20_13:58:00.870, 8mS, 80nA,91,123,147,168,116,74,85,2003, 
2024-May-20_13:58:00.990, 8mS, 80nA,84,117,141,161,111,71,82,1822, 
2024-May-20_13:58:01.120, 8mS, 80nA,82,115,139,159,112,72,81,1886, 
2024-May-20_13:58:01.240, 8mS, 80nA,85,116,140,160,110,71,81,1875, 
2024-May-20_13:58:01.374, 8mS, 80nA,82,114,138,158,109,69,80,1778, 
2024-May-20_13:58:01.494, 8mS, 80nA,83,115,138,159,110,70,80,1819, 
2024-May-20_13:58:01.615, 8mS, 80nA,84,114,137,157,107,69,78,1778, 
2024-May-20_13:58:01.745, 8mS, 80nA,79,109,132,152,105,67,76,1726, 
2024-May-20_13:58:01.865, 8mS, 80nA,81,109,132,153,105,68,76,1799, 
2024-May-20_13:58:01.996, 8mS, 80nA,78,107,129,149,103,66,74,1734, 
2024-May-20_13:58:02.116, 8mS, 80nA,76,105,127,147,102,65,73,1658, 
2024-May-20_13:58:02.246, 8mS, 80nA,78,107,129,149,102,66,74,1738, 
2024-May-20_13:58:02.366, 8mS, 80nA,78,106,127,148,102,66,73,1733, 
2024-May-20_13:58:02.496, 8mS, 80nA,74,102,124,144,99,64,72,1623, 
2024-May-20_13:58:02.616, 8mS, 80nA,77,104,125,146,100,65,72,1720, 
2024-May-20_13:58:02.745, 8mS, 80nA,75,102,122,143,96,62,69,1591, 
2024-May-20_13:58:02.866, 8mS, 80nA,71,98,119,139,95,61,68,1558, 
2024-May-20_13:58:02.996, 8mS, 80nA,75,102,123,143,98,63,70,1672, 
2024-May-20_13:58:03.116, 8mS, 80nA,75,102,124,143,99,64,71,1654, 
2024-May-20_13:58:03.246, 8mS, 80nA,75,105,127,147,101,65,73,1642, 
2024-May-20_13:58:03.367, 8mS, 80nA,80,109,131,151,104,67,75,1767, 
2024-May-20_13:58:03.497, 8mS, 80nA,80,110,133,153,105,68,76,1774, 
2024-May-20_13:58:03.617, 8mS, 80nA,79,110,133,153,105,67,77,1732, 
2024-May-20_13:58:03.747, 8mS, 80nA,81,111,133,154,106,68,77,1802, 
2024-May-20_13:58:03.867, 8mS, 80nA,78,108,131,151,104,67,76,1701, 
2024-May-20_13:58:03.997, 8mS, 80nA,78,109,132,152,105,67,76,1689, 
2024-May-20_13:58:04.117, 8mS, 80nA,81,112,135,155,105,67,77,1740, 
2024-May-20_13:58:04.247, 8mS, 80nA,80,112,135,154,106,68,77,1744, 
2024-May-20_13:58:04.374, 8mS, 80nA,83,115,138,158,109,69,79,1808, 
2024-May-20_13:58:04.494, 8mS, 80nA,85,117,140,160,110,71,81,1863, 
2024-May-20_13:58:04.624, 8mS, 80nA,82,115,139,158,109,69,80,1774, 
2024-May-20_13:58:04.744, 8mS, 80nA,83,116,140,159,110,70,80,1808, 
2024-May-20_13:58:04.864, 8mS, 80nA,85,117,140,161,109,69,79,1792, 
2024-May-20_13:58:04.995, 8mS, 80nA,81,113,137,156,108,69,79,1768, 
2024-May-20_13:58:05.115, 8mS, 80nA,84,116,139,160,109,70,80,1844, 
2024-May-20_13:58:05.245, 8mS, 80nA,82,113,136,156,108,69,78,1787, 
2024-May-20_13:58:05.365, 8mS, 80nA,79,111,135,154,107,68,78,1713, 
2024-May-20_13:58:05.495, 8mS, 80nA,82,114,137,158,108,69,79,1793, 
2024-May-20_13:58:05.615, 8mS, 80nA,82,113,137,156,107,68,78,1729, 
2024-May-20_13:58:05.745, 8mS, 80nA,79,111,135,154,106,68,78,1718, 
2024-May-20_13:58:05.865, 8mS, 80nA,83,114,137,157,108,69,79,1834, 
2024-May-20_13:58:05.995, 8mS, 80nA,83,114,137,157,107,68,78,1752, 
2024-May-20_13:58:06.115, 8mS, 80nA,80,112,135,155,107,68,78,1720, 
2024-May-20_13:58:06.245, 8mS, 80nA,83,114,137,157,108,69,79,1820, 
2024-May-20_13:58:06.366, 8mS, 80nA,81,113,136,156,107,69,78,1781, 
2024-May-20_13:58:06.496, 8mS, 80nA,79,111,135,154,107,68,78,1708, 
2024-May-20_13:58:06.616, 8mS, 80nA,84,115,139,159,109,70,79,1831, 
2024-May-20_13:58:06.746, 8mS, 80nA,85,117,140,160,110,71,80,1848, 
2024-May-20_13:58:06.866, 8mS, 80nA,83,116,140,159,110,70,80,1795, 
2024-May-20_13:58:06.996, 8mS, 80nA,87,119,143,163,112,72,82,1907, 
2024-May-20_13:58:07.116, 8mS, 80nA,84,116,140,159,110,70,80,1817, 
2024-May-20_13:58:07.246, 8mS, 80nA,82,115,139,158,109,69,80,1774, 
2024-May-20_13:58:07.367, 8mS, 80nA,86,118,142,162,110,70,80,1846, 
2024-May-20_13:58:07.497, 8mS, 80nA,84,116,140,159,110,70,80,1836, 
2024-May-20_13:58:07.617, 8mS, 80nA,84,117,141,161,111,71,81,1829, 
2024-May-20_13:58:07.747, 8mS, 80nA,85,117,141,161,110,71,81,1874, 
2024-May-20_13:58:07.867, 8mS, 80nA,82,115,139,158,109,69,80,1776, 
2024-May-20_13:58:07.997, 8mS, 80nA,83,116,140,159,110,70,80,1793, 
2024-May-20_13:58:08.116, 8mS, 80nA,86,118,141,161,111,71,81,1885, 
2024-May-20_13:58:08.246, 8mS, 80nA,147,178,203,244,167,285,352,2569, 
2024-May-20_13:58:08.367, 8mS, 80nA,85,117,141,161,111,71,81,1863, 
2024-May-20_13:58:08.496, 8mS, 80nA,85,117,141,161,110,70,81,1843, 
2024-May-20_13:58:08.617, 8mS, 80nA,81,114,138,157,109,69,79,1754, 
2024-May-20_13:58:08.747, 8mS, 80nA,83,116,140,159,110,70,80,1813, 
2024-May-20_13:58:08.866, 8mS, 80nA,85,117,140,160,110,71,80,1858, 
2024-May-20_13:58:08.997, 8mS, 80nA,81,114,138,157,108,69,79,1757, 
2024-May-20_13:58:09.117, 8mS, 80nA,82,114,138,158,110,71,80,1866, 
2024-May-20_13:58:09.246, 8mS, 80nA,85,117,140,160,110,71,80,1866, 
2024-May-20_13:58:09.367, 8mS, 80nA,80,113,137,156,108,68,79,1737, 
2024-May-20_13:58:09.497, 8mS, 80nA,84,116,139,159,109,70,80,1835, 
2024-May-20_13:58:09.617, 8mS, 80nA,82,113,136,155,107,69,78,1784, 
2024-May-20_13:58:09.747, 8mS, 80nA,80,112,135,155,107,68,78,1751, 
2024-May-20_13:58:09.867, 8mS, 80nA,80,111,134,154,106,68,77,1786, 
2024-May-20_13:58:09.997, 8mS, 80nA,78,109,132,151,105,67,76,1689, 
2024-May-20_13:58:10.117, 8mS, 80nA,80,111,135,155,107,68,78,1723, 
2024-May-20_13:58:10.247, 8mS, 80nA,85,117,141,160,110,71,80,1874, 
2024-May-20_13:58:10.367, 8mS, 80nA,88,121,145,164,114,72,84,1916, 
2024-May-20_13:58:10.497, 8mS, 80nA,90,124,149,169,117,75,86,2044, 
2024-May-20_13:58:10.617, 8mS, 80nA,93,126,151,171,118,75,86,2053, 
2024-May-20_13:58:10.747, 8mS, 80nA,87,121,145,165,114,72,84,1888, 
2024-May-20_13:58:10.867, 8mS, 80nA,85,118,142,161,111,71,81,1875, 
2024-May-20_13:58:10.997, 8mS, 80nA,83,113,136,156,108,69,78,1832, 
2024-May-20_13:58:11.117, 8mS, 80nA,76,106,128,148,102,65,74,1660, 
2024-May-20_13:58:11.247, 8mS, 80nA,75,104,126,146,103,66,74,1743, 
2024-May-20_13:58:11.367, 8mS, 80nA,77,105,127,147,101,65,73,1717, 
2024-May-20_13:58:11.497, 8mS, 80nA,71,99,121,140,96,62,69,1555, 
2024-May-20_13:58:11.617, 8mS, 80nA,68,94,114,133,94,61,67,1576, 
2024-May-20_13:58:11.747, 8mS, 80nA,66,90,110,129,88,57,63,1457, 
2024-May-20_13:58:11.867, 8mS, 80nA,62,86,105,123,85,54,60,1338, 
2024-May-20_13:58:11.997, 8mS, 80nA,63,87,105,124,84,54,59,1377, 
2024-May-20_13:58:12.117, 8mS, 80nA,63,86,105,123,84,54,59,1382, 
2024-May-20_13:58:12.247, 8mS, 80nA,62,85,104,122,84,53,59,1333, 
2024-May-20_13:58:12.367, 8mS, 80nA,62,86,105,123,84,55,59,1413, 
2024-May-20_13:58:12.497, 8mS, 80nA,62,85,104,122,84,54,59,1339, 
2024-May-20_13:58:12.617, 8mS, 80nA,62,86,105,123,84,54,60,1333, 
2024-May-20_13:58:12.747, 8mS, 80nA,65,88,107,126,86,55,61,1427, 
2024-May-20_13:58:12.867, 8mS, 80nA,64,87,106,124,85,55,60,1382, 
2024-May-20_13:58:12.997, 8mS, 80nA,63,87,106,125,85,55,60,1384, 
2024-May-20_13:58:13.117, 8mS, 80nA,64,87,106,125,85,55,60,1391, 
2024-May-20_13:58:13.247, 8mS, 80nA,62,86,105,123,84,54,60,1334, 
2024-May-20_13:58:13.367, 8mS, 80nA,62,86,106,124,85,54,60,1356, 
2024-May-20_13:58:13.497, 8mS, 80nA,65,89,108,127,86,56,61,1433, 
2024-May-20_13:58:13.617, 8mS, 80nA,62,86,105,123,85,54,60,1350, 
2024-May-20_13:58:13.747, 8mS, 80nA,62,86,105,123,86,56,61,1417, 
2024-May-20_13:58:13.867, 8mS, 80nA,66,90,109,129,88,57,62,1443, 
2024-May-20_13:58:13.997, 8mS, 80nA,66,92,113,132,91,58,65,1412, 
2024-May-20_13:58:14.117, 8mS, 80nA,75,107,130,148,103,66,75,1650, 
2024-May-20_13:58:14.247, 8mS, 80nA,87,118,142,161,112,72,82,1912, 
2024-May-20_13:58:14.367, 8mS, 80nA,93,128,153,172,121,77,90,2041, 
2024-May-20_13:58:14.497, 8mS, 80nA,102,140,167,188,131,84,97,2304, 
2024-May-20_13:58:14.617, 8mS, 80nA,109,149,177,198,138,89,103,2403, 
2024-May-20_13:58:14.747, 8mS, 80nA,107,150,179,201,140,89,105,2310, 
2024-May-20_13:58:14.867, 8mS, 80nA,110,154,184,206,145,92,108,2477, 
2024-May-20_13:58:14.997, 8mS, 80nA,113,157,187,209,146,93,108,2452, 
2024-May-20_13:58:15.117, 8mS, 80nA,110,155,187,209,146,92,108,2346, 
2024-May-20_13:58:15.247, 8mS, 80nA,112,157,189,211,147,93,109,2438, 
2024-May-20_13:58:15.367, 8mS, 80nA,114,158,189,212,148,94,109,2473, 
2024-May-20_13:58:15.497, 8mS, 80nA,110,156,188,210,146,92,108,2375, 
2024-May-20_13:58:15.617, 8mS, 80nA,110,155,187,209,147,93,108,2477, 
2024-May-20_13:58:15.747, 8mS, 80nA,110,155,187,209,146,92,107,2367, 
2024-May-20_13:58:15.867, 8mS, 80nA,108,155,187,208,145,91,107,2318, 
2024-May-20_13:58:15.997, 8mS, 80nA,113,158,189,212,147,93,108,2444, 
2024-May-20_13:58:16.117, 8mS, 80nA,111,156,188,209,146,92,107,2394, 
2024-May-20_13:58:16.247, 8mS, 80nA,108,155,187,208,147,92,108,2390, 
2024-May-20_13:58:16.368, 8mS, 80nA,112,157,189,211,147,93,108,2420, 
2024-May-20_13:58:16.498, 8mS, 80nA,109,155,187,207,145,91,107,2322, 
2024-May-20_13:58:16.618, 8mS, 80nA,110,156,188,210,146,92,107,2361, 
2024-May-20_13:58:16.748, 8mS, 80nA,113,158,189,210,147,93,108,2456, 
2024-May-20_13:58:16.868, 8mS, 80nA,110,155,187,207,145,91,107,2344, 
2024-May-20_13:58:16.998, 8mS, 80nA,109,155,187,208,146,93,107,2434, 
2024-May-20_13:58:17.118, 8mS, 80nA,113,158,189,211,147,93,108,2442, 
2024-May-20_13:58:17.248, 8mS, 80nA,108,154,185,207,145,91,106,2298, 
2024-May-20_13:58:17.371, 8mS, 80nA,108,153,184,205,145,92,107,2385, 
2024-May-20_13:58:17.493, 8mS, 80nA,111,154,185,206,144,92,107,2419, 
2024-May-20_13:58:17.624, 8mS, 80nA,108,152,183,204,143,90,106,2307, 
2024-May-20_13:58:17.744, 8mS, 80nA,109,153,183,205,143,91,106,2347, 
2024-May-20_13:58:17.864, 8mS, 80nA,112,155,185,207,144,92,107,2440, 
2024-May-20_13:58:17.994, 8mS, 80nA,108,152,183,203,143,90,106,2329, 
2024-May-20_13:58:18.115, 8mS, 80nA,108,152,183,204,145,92,107,2425, 
2024-May-20_13:58:18.245, 8mS, 80nA,112,155,185,207,145,92,107,2431, 
2024-May-20_13:58:18.365, 8mS, 80nA,107,151,182,203,143,90,105,2286, 
2024-May-20_13:58:18.495, 8mS, 80nA,111,154,184,207,144,92,106,2392, 
2024-May-20_13:58:18.615, 8mS, 80nA,111,154,183,205,143,91,106,2422, 
2024-May-20_13:58:18.745, 8mS, 80nA,108,152,182,203,142,90,106,2313, 
2024-May-20_13:58:18.866, 8mS, 80nA,111,154,184,207,144,92,108,2479, 
2024-May-20_13:58:18.996, 8mS, 80nA,114,157,187,209,146,93,109,2489, 
2024-May-20_13:58:19.116, 8mS, 80nA,111,156,187,209,146,92,109,2370, 
2024-May-20_13:58:19.246, 8mS, 80nA,113,158,188,211,148,94,110,2512, 
