% Time Stamp, Integration Time, Reference Current,Diode 1, Diode 2, Diode 3, Diode 4, Diode 5, Diode 6, Diode 7, Diode 8,
2024-May-20_14:41:30.539, 8mS, 80nA,83,115,134,147,99,62,71,1825, 
2024-May-20_14:41:30.669, 8mS, 80nA,78,111,130,142,98,61,70,1778, 
2024-May-20_14:41:30.789, 8mS, 80nA,81,114,134,147,101,63,72,1860, 
2024-May-20_14:41:30.919, 8mS, 80nA,82,114,134,146,100,63,72,1856, 
2024-May-20_14:41:31.039, 8mS, 80nA,80,114,134,147,102,63,73,1781, 
2024-May-20_14:41:31.169, 8mS, 80nA,87,122,143,155,107,67,77,1948, 
2024-May-20_14:41:31.289, 8mS, 80nA,89,124,144,157,106,66,77,1911, 
2024-May-20_14:41:31.419, 8mS, 80nA,84,120,140,152,105,65,76,1889, 
2024-May-20_14:41:31.539, 8mS, 80nA,89,123,143,156,107,68,77,2011, 
2024-May-20_14:41:31.669, 8mS, 80nA,89,124,143,156,105,66,76,1933, 
2024-May-20_14:41:31.789, 8mS, 80nA,84,120,140,152,105,65,76,1872, 
2024-May-20_14:41:31.919, 8mS, 80nA,88,123,143,156,107,67,77,1985, 
2024-May-20_14:41:32.039, 8mS, 80nA,87,122,142,154,107,67,77,1970, 
2024-May-20_14:41:32.169, 8mS, 80nA,84,121,142,154,107,66,77,1876, 
2024-May-20_14:41:32.289, 8mS, 80nA,87,123,144,158,109,68,78,2015, 
2024-May-20_14:41:32.419, 8mS, 80nA,89,124,145,157,109,68,78,2008, 
2024-May-20_14:41:32.539, 8mS, 80nA,86,123,144,157,109,67,78,1921, 
2024-May-20_14:41:32.669, 8mS, 80nA,89,125,146,159,110,69,79,2036, 
2024-May-20_14:41:32.789, 8mS, 80nA,87,123,144,156,108,68,78,1954, 
2024-May-20_14:41:32.919, 8mS, 80nA,86,122,144,156,108,67,78,1913, 
2024-May-20_14:41:33.039, 8mS, 80nA,89,125,146,159,109,69,79,2014, 
2024-May-20_14:41:33.169, 8mS, 80nA,89,124,145,157,109,68,79,2012, 
2024-May-20_14:41:33.289, 8mS, 80nA,87,123,145,157,109,68,78,1972, 
2024-May-20_14:41:33.419, 8mS, 80nA,90,125,145,159,109,69,79,2039, 
2024-May-20_14:41:33.539, 8mS, 80nA,86,122,143,155,108,67,78,1930, 
2024-May-20_14:41:33.669, 8mS, 80nA,86,122,143,156,108,67,78,1938, 
2024-May-20_14:41:33.789, 8mS, 80nA,90,125,146,160,108,68,78,1965, 
2024-May-20_14:41:33.919, 8mS, 80nA,87,123,144,156,108,68,78,1964, 
2024-May-20_14:41:34.039, 8mS, 80nA,89,125,146,160,110,69,79,2025, 
2024-May-20_14:41:34.169, 8mS, 80nA,90,125,147,160,109,68,79,2012, 
2024-May-20_14:41:34.289, 8mS, 80nA,85,122,143,156,108,67,78,1913, 
2024-May-20_14:41:34.419, 8mS, 80nA,88,124,146,159,110,69,79,1997, 
2024-May-20_14:41:34.539, 8mS, 80nA,90,125,146,159,110,69,79,2056, 
2024-May-20_14:41:34.669, 8mS, 80nA,86,123,144,157,109,68,78,1947, 
2024-May-20_14:41:34.789, 8mS, 80nA,91,126,147,161,111,70,80,2077, 
2024-May-20_14:41:34.919, 8mS, 80nA,91,126,147,160,109,68,79,1991, 
2024-May-20_14:41:35.039, 8mS, 80nA,86,123,145,158,109,68,79,1934, 
2024-May-20_14:41:35.169, 8mS, 80nA,90,125,147,160,110,69,79,2043, 
2024-May-20_14:41:35.289, 8mS, 80nA,89,125,146,159,110,69,79,2017, 
2024-May-20_14:41:35.419, 8mS, 80nA,86,122,144,157,109,68,78,1921, 
2024-May-20_14:41:35.539, 8mS, 80nA,88,124,146,159,110,69,79,2053, 
2024-May-20_14:41:35.671, 8mS, 80nA,90,126,147,160,109,68,79,1945, 
2024-May-20_14:41:35.791, 8mS, 80nA,87,124,146,159,110,68,79,1958, 
2024-May-20_14:41:35.921, 8mS, 80nA,91,126,147,161,111,70,80,2066, 
2024-May-20_14:41:36.041, 8mS, 80nA,87,123,144,156,108,68,78,1965, 
2024-May-20_14:41:36.171, 8mS, 80nA,85,122,143,156,108,67,78,1912, 
2024-May-20_14:41:36.291, 8mS, 80nA,90,125,146,160,109,68,78,2003, 
2024-May-20_14:41:36.421, 8mS, 80nA,88,124,145,158,109,68,79,1998, 
2024-May-20_14:41:36.541, 8mS, 80nA,88,125,147,160,110,69,79,1985, 
2024-May-20_14:41:36.669, 8mS, 80nA,89,126,147,161,110,69,79,2044, 
2024-May-20_14:41:36.790, 8mS, 80nA,86,123,145,158,109,68,79,1935, 
2024-May-20_14:41:36.920, 8mS, 80nA,87,124,146,159,110,68,79,1954, 
2024-May-20_14:41:37.040, 8mS, 80nA,90,126,147,160,110,68,79,1978, 
2024-May-20_14:41:37.169, 8mS, 80nA,87,123,145,157,109,68,79,1964, 
2024-May-20_14:41:37.290, 8mS, 80nA,89,125,147,160,111,69,79,2035, 
2024-May-20_14:41:37.420, 8mS, 80nA,90,126,147,161,110,69,79,2019, 
2024-May-20_14:41:37.540, 8mS, 80nA,86,124,146,159,110,68,79,1927, 
2024-May-20_14:41:37.670, 8mS, 80nA,89,126,148,161,111,69,80,2003, 
2024-May-20_14:41:37.790, 8mS, 80nA,91,127,148,162,112,70,80,2054, 
2024-May-20_14:41:37.920, 8mS, 80nA,87,124,146,158,110,68,79,1937, 
2024-May-20_14:41:38.040, 8mS, 80nA,91,127,148,162,111,70,80,2062, 
2024-May-20_14:41:38.170, 8mS, 80nA,90,126,148,162,111,70,80,2053, 
2024-May-20_14:41:38.290, 8mS, 80nA,86,123,145,158,109,68,78,1917, 
2024-May-20_14:41:38.420, 8mS, 80nA,90,126,147,161,111,70,80,2032, 
2024-May-20_14:41:38.540, 8mS, 80nA,88,124,145,158,110,69,79,1999, 
2024-May-20_14:41:38.670, 8mS, 80nA,85,123,145,158,109,68,78,1908, 
2024-May-20_14:41:38.789, 8mS, 80nA,88,125,147,161,111,69,79,2042, 
2024-May-20_14:41:38.919, 8mS, 80nA,90,125,147,160,111,69,79,2038, 
2024-May-20_14:41:39.039, 8mS, 80nA,86,123,145,159,110,68,79,1938, 
2024-May-20_14:41:39.169, 8mS, 80nA,90,125,146,159,110,69,79,2048, 
2024-May-20_14:41:39.289, 8mS, 80nA,87,122,144,156,108,68,78,1961, 
2024-May-20_14:41:39.419, 8mS, 80nA,86,123,145,158,110,68,79,1933, 
2024-May-20_14:41:39.539, 8mS, 80nA,91,127,148,162,111,70,80,2031, 
2024-May-20_14:41:39.669, 8mS, 80nA,89,125,146,159,110,69,79,2011, 
2024-May-20_14:41:39.786, 8mS, 80nA,88,124,146,159,110,69,79,1994, 
2024-May-20_14:41:39.918, 8mS, 80nA,91,127,148,162,112,70,80,2060, 
2024-May-20_14:41:40.038, 8mS, 80nA,87,124,146,158,110,68,79,1947, 
2024-May-20_14:41:40.168, 8mS, 80nA,87,124,146,159,110,68,79,1962, 
2024-May-20_14:41:40.288, 8mS, 80nA,90,125,145,158,109,69,79,2046, 
2024-May-20_14:41:40.419, 8mS, 80nA,86,121,142,154,107,67,77,1932, 
2024-May-20_14:41:40.539, 8mS, 80nA,85,120,141,154,106,66,77,1902, 
2024-May-20_14:41:40.669, 8mS, 80nA,87,122,142,154,107,67,77,1984, 
2024-May-20_14:41:40.789, 8mS, 80nA,85,120,140,152,106,66,76,1900, 
2024-May-20_14:41:40.919, 8mS, 80nA,88,123,143,155,107,68,78,2002, 
2024-May-20_14:41:41.039, 8mS, 80nA,89,122,142,154,106,67,77,2026, 
2024-May-20_14:41:41.170, 8mS, 80nA,85,120,140,152,105,66,76,1916, 
2024-May-20_14:41:41.291, 8mS, 80nA,89,123,143,155,107,68,77,2048, 
2024-May-20_14:41:41.421, 8mS, 80nA,90,124,143,156,107,68,78,2056, 
2024-May-20_14:41:41.540, 8mS, 80nA,86,122,142,154,107,67,77,1940, 
2024-May-20_14:41:41.661, 8mS, 80nA,86,122,142,155,108,68,78,2047, 
2024-May-20_14:41:41.791, 8mS, 80nA,87,122,142,154,107,67,77,1970, 
2024-May-20_14:41:41.911, 8mS, 80nA,84,120,140,152,106,66,76,1876, 
2024-May-20_14:41:42.041, 8mS, 80nA,87,122,141,154,106,66,77,1962, 
2024-May-20_14:41:42.161, 8mS, 80nA,87,122,141,154,106,67,77,1971, 
2024-May-20_14:41:42.291, 8mS, 80nA,86,121,141,153,106,66,76,1929, 
2024-May-20_14:41:42.411, 8mS, 80nA,87,122,142,154,108,68,78,2033, 
2024-May-20_14:41:42.541, 8mS, 80nA,85,120,140,152,105,66,76,1912, 
2024-May-20_14:41:42.661, 8mS, 80nA,85,120,140,152,105,65,76,1891, 
2024-May-20_14:41:42.792, 8mS, 80nA,89,124,143,156,107,68,77,2020, 
2024-May-20_14:41:42.912, 8mS, 80nA,86,121,141,152,105,66,76,1943, 
2024-May-20_14:41:43.042, 8mS, 80nA,84,119,139,152,107,67,77,1969, 
2024-May-20_14:41:43.162, 8mS, 80nA,88,123,142,155,107,67,77,1987, 
2024-May-20_14:41:43.292, 8mS, 80nA,84,119,139,151,105,65,76,1879, 
2024-May-20_14:41:43.412, 8mS, 80nA,86,121,141,154,106,66,77,1937, 
2024-May-20_14:41:43.542, 8mS, 80nA,88,122,142,154,106,67,77,2015, 
2024-May-20_14:41:43.662, 8mS, 80nA,85,120,139,151,105,65,76,1906, 
2024-May-20_14:41:43.792, 8mS, 80nA,85,120,140,153,106,67,77,2011, 
2024-May-20_14:41:43.912, 8mS, 80nA,89,123,142,155,106,67,77,2020, 
2024-May-20_14:41:44.042, 8mS, 80nA,189,222,244,298,200,314,640,3115, 
2024-May-20_14:41:44.162, 8mS, 80nA,84,120,140,152,106,67,77,1982, 
2024-May-20_14:41:44.292, 8mS, 80nA,88,122,141,154,106,67,77,1996, 
2024-May-20_14:41:44.412, 8mS, 80nA,84,119,139,151,105,65,76,1891, 
2024-May-20_14:41:44.542, 8mS, 80nA,86,121,140,153,105,66,76,1939, 
2024-May-20_14:41:44.662, 8mS, 80nA,89,123,142,155,107,67,77,2026, 
2024-May-20_14:41:44.793, 8mS, 80nA,84,119,139,151,105,65,76,1895, 
2024-May-20_14:41:44.913, 8mS, 80nA,85,120,140,152,107,68,77,2020, 
2024-May-20_14:41:45.043, 8mS, 80nA,87,121,140,152,105,66,76,1964, 
2024-May-20_14:41:45.163, 8mS, 80nA,84,119,139,151,104,65,76,1880, 
2024-May-20_14:41:45.293, 8mS, 80nA,87,122,141,154,106,67,77,1979, 
2024-May-20_14:41:45.413, 8mS, 80nA,87,121,141,152,105,66,76,1991, 
2024-May-20_14:41:45.543, 8mS, 80nA,84,119,139,150,106,66,76,1925, 
2024-May-20_14:41:45.663, 8mS, 80nA,86,121,140,153,105,66,76,1928, 
2024-May-20_14:41:45.793, 8mS, 80nA,85,119,139,151,105,65,76,1914, 
2024-May-20_14:41:45.913, 8mS, 80nA,85,119,139,151,105,65,76,1884, 
2024-May-20_14:41:46.043, 8mS, 80nA,88,122,141,154,106,67,77,2002, 
2024-May-20_14:41:46.163, 8mS, 80nA,87,120,140,152,105,66,76,1957, 
2024-May-20_14:41:46.293, 8mS, 80nA,84,119,139,151,105,65,76,1881, 
2024-May-20_14:41:46.413, 8mS, 80nA,87,121,141,153,106,67,76,1983, 
2024-May-20_14:41:46.543, 8mS, 80nA,84,119,139,151,104,65,76,1895, 
2024-May-20_14:41:46.663, 8mS, 80nA,84,119,139,151,105,66,76,1931, 
2024-May-20_14:41:46.794, 8mS, 80nA,89,123,142,154,106,67,77,2030, 
2024-May-20_14:41:46.914, 8mS, 80nA,85,119,139,151,104,65,76,1923, 
2024-May-20_14:41:47.043, 8mS, 80nA,85,119,139,151,105,65,76,1905, 
2024-May-20_14:41:47.164, 8mS, 80nA,89,123,142,155,107,68,77,2028, 
2024-May-20_14:41:47.294, 8mS, 80nA,84,119,139,150,104,65,75,1889, 
2024-May-20_14:41:47.413, 8mS, 80nA,84,119,139,151,104,65,75,1888, 
2024-May-20_14:41:47.543, 8mS, 80nA,88,121,141,152,105,66,76,1997, 
2024-May-20_14:41:47.663, 8mS, 80nA,87,121,140,152,104,65,75,1890, 
2024-May-20_14:41:47.793, 8mS, 80nA,86,121,141,153,106,66,76,1944, 
2024-May-20_14:41:47.913, 8mS, 80nA,89,122,141,154,106,67,77,2025, 
2024-May-20_14:41:48.043, 8mS, 80nA,85,120,139,151,105,66,76,1901, 
2024-May-20_14:41:48.163, 8mS, 80nA,85,120,140,152,105,66,76,1909, 
2024-May-20_14:41:48.293, 8mS, 80nA,87,121,140,152,105,66,76,1966, 
2024-May-20_14:41:48.413, 8mS, 80nA,84,119,139,151,105,65,76,1886, 
2024-May-20_14:41:48.543, 8mS, 80nA,87,121,141,153,106,66,76,1980, 
2024-May-20_14:41:48.663, 8mS, 80nA,88,122,141,153,106,67,77,1998, 
2024-May-20_14:41:48.794, 8mS, 80nA,84,119,139,150,105,66,76,1927, 
2024-May-20_14:41:48.914, 8mS, 80nA,86,120,140,152,105,66,76,1933, 
2024-May-20_14:41:49.044, 8mS, 80nA,85,120,139,151,104,66,76,1929, 
2024-May-20_14:41:49.164, 8mS, 80nA,85,119,139,150,104,65,75,1899, 
2024-May-20_14:41:49.294, 8mS, 80nA,89,123,142,155,106,67,77,2021, 
2024-May-20_14:41:49.414, 8mS, 80nA,86,120,139,151,105,66,76,1960, 
2024-May-20_14:41:49.544, 8mS, 80nA,84,118,138,150,104,65,75,1877, 
2024-May-20_14:41:49.664, 8mS, 80nA,87,122,141,154,106,67,76,1975, 
2024-May-20_14:41:49.794, 8mS, 80nA,84,119,138,150,104,65,75,1889, 
2024-May-20_14:41:49.914, 8mS, 80nA,84,118,138,150,105,66,76,1924, 
2024-May-20_14:41:50.044, 8mS, 80nA,88,122,141,153,105,67,76,2016, 
2024-May-20_14:41:50.164, 8mS, 80nA,85,119,139,150,104,65,75,1917, 
2024-May-20_14:41:50.294, 8mS, 80nA,85,119,139,151,105,65,76,1896, 
2024-May-20_14:41:50.414, 8mS, 80nA,89,122,141,154,106,67,76,2021, 
2024-May-20_14:41:50.544, 8mS, 80nA,87,120,140,152,104,65,75,1879, 
2024-May-20_14:41:50.664, 8mS, 80nA,84,119,139,151,104,65,75,1887, 
2024-May-20_14:41:50.794, 8mS, 80nA,88,122,141,153,106,67,76,2011, 
2024-May-20_14:41:50.914, 8mS, 80nA,84,119,139,150,104,65,75,1912, 
2024-May-20_14:41:51.044, 8mS, 80nA,85,120,139,151,105,66,76,1926, 
2024-May-20_14:41:51.164, 8mS, 80nA,86,120,139,151,104,66,76,1940, 
2024-May-20_14:41:51.294, 8mS, 80nA,85,119,139,150,104,65,75,1890, 
2024-May-20_14:41:51.414, 8mS, 80nA,84,119,139,151,104,65,75,1893, 
2024-May-20_14:41:51.544, 8mS, 80nA,87,120,140,151,105,66,76,1972, 
2024-May-20_14:41:51.664, 8mS, 80nA,86,120,140,151,104,65,75,1880, 
2024-May-20_14:41:51.794, 8mS, 80nA,87,121,141,154,106,67,76,1968, 
2024-May-20_14:41:51.914, 8mS, 80nA,88,121,140,152,105,66,76,1999, 
2024-May-20_14:41:52.044, 8mS, 80nA,187,220,242,295,198,311,631,3101, 
2024-May-20_14:41:52.164, 8mS, 80nA,88,122,141,153,106,67,76,2011, 
2024-May-20_14:41:52.294, 8mS, 80nA,85,119,139,150,104,65,75,1920, 
2024-May-20_14:41:52.414, 8mS, 80nA,84,119,139,151,104,65,75,1875, 
2024-May-20_14:41:52.544, 8mS, 80nA,87,121,141,153,105,66,76,1990, 
2024-May-20_14:41:52.661, 8mS, 80nA,86,120,139,151,104,65,75,1871, 
2024-May-20_14:41:52.791, 8mS, 80nA,83,118,138,150,104,65,75,1866, 
2024-May-20_14:41:52.912, 8mS, 80nA,88,122,141,153,106,67,76,2000, 
2024-May-20_14:41:53.042, 8mS, 80nA,88,121,140,153,104,65,75,1888, 
2024-May-20_14:41:53.162, 8mS, 80nA,84,119,138,150,104,65,75,1894, 
2024-May-20_14:41:53.293, 8mS, 80nA,88,122,141,154,106,67,77,2009, 
2024-May-20_14:41:53.414, 8mS, 80nA,85,119,139,150,104,65,75,1914, 
2024-May-20_14:41:53.544, 8mS, 80nA,83,118,138,150,104,65,75,1867, 
2024-May-20_14:41:53.664, 8mS, 80nA,88,122,141,154,106,67,76,1982, 
2024-May-20_14:41:53.794, 8mS, 80nA,86,120,139,151,104,65,75,1865, 
2024-May-20_14:41:53.914, 8mS, 80nA,86,120,140,153,105,66,76,1929, 
2024-May-20_14:41:54.045, 8mS, 80nA,87,121,140,152,105,66,76,1982, 
2024-May-20_14:41:54.165, 8mS, 80nA,84,118,138,150,104,65,76,1882, 
2024-May-20_14:41:54.295, 8mS, 80nA,84,119,139,151,105,65,75,1889, 
2024-May-20_14:41:54.415, 8mS, 80nA,85,119,139,151,104,65,76,1920, 
2024-May-20_14:41:54.545, 8mS, 80nA,85,119,139,151,104,65,75,1921, 
2024-May-20_14:41:54.665, 8mS, 80nA,87,121,140,153,105,66,76,1971, 
2024-May-20_14:41:54.796, 8mS, 80nA,87,121,140,152,105,66,76,1973, 
2024-May-20_14:41:54.916, 8mS, 80nA,84,119,138,150,104,65,75,1873, 
2024-May-20_14:41:55.046, 8mS, 80nA,86,120,140,152,105,66,76,1935, 
2024-May-20_14:41:55.166, 8mS, 80nA,88,122,141,154,104,65,75,1909, 
2024-May-20_14:41:55.296, 8mS, 80nA,85,120,139,151,105,65,76,1912, 
2024-May-20_14:41:55.416, 8mS, 80nA,90,124,144,157,108,68,78,2040, 
2024-May-20_14:41:55.546, 8mS, 80nA,91,125,145,158,107,67,77,1986, 
2024-May-20_14:41:55.667, 8mS, 80nA,86,121,142,154,107,66,77,1921, 
2024-May-20_14:41:55.795, 8mS, 80nA,90,125,145,158,109,68,78,2037, 
2024-May-20_14:41:55.915, 8mS, 80nA,90,124,143,155,107,68,78,2044, 
2024-May-20_14:41:56.037, 8mS, 80nA,194,227,249,304,204,348,645,3211, 
2024-May-20_14:41:56.167, 8mS, 80nA,86,120,139,152,105,67,76,2045, 
2024-May-20_14:41:56.287, 8mS, 80nA,88,120,139,151,103,65,75,1925, 
2024-May-20_14:41:56.418, 8mS, 80nA,84,118,137,150,103,65,75,1902, 
2024-May-20_14:41:56.538, 8mS, 80nA,88,120,139,152,104,66,75,2013, 
2024-May-20_14:41:56.668, 8mS, 80nA,86,119,138,149,103,65,75,1950, 
2024-May-20_14:41:56.788, 8mS, 80nA,83,117,137,149,103,64,75,1871, 
2024-May-20_14:41:56.918, 8mS, 80nA,86,119,139,151,104,66,76,1996, 
2024-May-20_14:41:57.038, 8mS, 80nA,87,120,139,151,104,66,75,1980, 
2024-May-20_14:41:57.169, 8mS, 80nA,85,118,138,150,103,65,75,1914, 
2024-May-20_14:41:57.289, 8mS, 80nA,85,118,138,150,105,67,76,2012, 
2024-May-20_14:41:57.419, 8mS, 80nA,85,118,137,149,103,65,75,1910, 
2024-May-20_14:41:57.539, 8mS, 80nA,83,118,137,149,103,64,74,1879, 
2024-May-20_14:41:57.670, 8mS, 80nA,88,121,140,153,105,67,76,2014, 
2024-May-20_14:41:57.790, 8mS, 80nA,83,117,137,148,103,64,74,1866, 
2024-May-20_14:41:57.920, 8mS, 80nA,86,120,139,152,105,66,76,1959, 
2024-May-20_14:41:58.040, 8mS, 80nA,88,120,139,151,104,66,75,2004, 
2024-May-20_14:41:58.170, 8mS, 80nA,84,118,137,149,103,65,75,1894, 
2024-May-20_14:41:58.290, 8mS, 80nA,85,119,138,151,105,67,76,2023, 
2024-May-20_14:41:58.420, 8mS, 80nA,88,121,140,152,105,67,76,2025, 
2024-May-20_14:41:58.540, 8mS, 80nA,84,118,137,150,104,65,75,1885, 
2024-May-20_14:41:58.670, 8mS, 80nA,84,118,138,150,105,66,76,2001, 
2024-May-20_14:41:58.791, 8mS, 80nA,87,120,139,151,104,66,76,1979, 
2024-May-20_14:41:58.911, 8mS, 80nA,84,118,138,150,104,65,75,1887, 
2024-May-20_14:41:59.041, 8mS, 80nA,87,121,140,152,105,66,76,1968, 
2024-May-20_14:41:59.161, 8mS, 80nA,89,122,141,153,106,67,77,2019, 
2024-May-20_14:41:59.291, 8mS, 80nA,85,119,139,151,105,66,76,1924, 
2024-May-20_14:41:59.411, 8mS, 80nA,86,120,140,152,105,66,76,1930, 
2024-May-20_14:41:59.541, 8mS, 80nA,86,120,139,151,105,66,76,1949, 
2024-May-20_14:41:59.661, 8mS, 80nA,84,119,139,151,104,65,75,1889, 
2024-May-20_14:41:59.791, 8mS, 80nA,88,123,142,155,106,67,77,2008, 
2024-May-20_14:41:59.911, 8mS, 80nA,87,121,140,152,105,66,76,1980, 
2024-May-20_14:42:00.041, 8mS, 80nA,84,119,138,150,104,65,75,1879, 
2024-May-20_14:42:00.161, 8mS, 80nA,86,121,141,154,106,66,77,1948, 
2024-May-20_14:42:00.291, 8mS, 80nA,84,119,139,151,105,65,76,1891, 
2024-May-20_14:42:00.411, 8mS, 80nA,84,119,139,151,105,66,76,1889, 
2024-May-20_14:42:00.541, 8mS, 80nA,88,122,141,154,106,67,77,1998, 
2024-May-20_14:42:00.661, 8mS, 80nA,86,120,140,151,105,66,76,1928, 
2024-May-20_14:42:00.793, 8mS, 80nA,84,119,139,151,105,65,76,1880, 
2024-May-20_14:42:00.913, 8mS, 80nA,88,122,141,154,106,67,77,1993, 
2024-May-20_14:42:01.043, 8mS, 80nA,84,119,139,151,105,65,76,1884, 
2024-May-20_14:42:01.163, 8mS, 80nA,84,119,139,151,105,65,76,1884, 
2024-May-20_14:42:01.293, 8mS, 80nA,89,122,142,154,106,67,77,2023, 
2024-May-20_14:42:01.413, 8mS, 80nA,85,119,139,151,105,66,76,1911, 
2024-May-20_14:42:01.543, 8mS, 80nA,85,120,140,152,105,66,76,1909, 
2024-May-20_14:42:01.663, 8mS, 80nA,89,123,142,155,107,68,77,2029, 
2024-May-20_14:42:01.793, 8mS, 80nA,86,120,140,152,105,65,76,1887, 
2024-May-20_14:42:01.913, 8mS, 80nA,84,119,139,151,105,65,76,1889, 
2024-May-20_14:42:02.043, 8mS, 80nA,88,121,141,153,106,67,77,1996, 
2024-May-20_14:42:02.163, 8mS, 80nA,87,121,140,152,105,65,76,1890, 
2024-May-20_14:42:02.293, 8mS, 80nA,86,121,141,154,106,67,77,1947, 
2024-May-20_14:42:02.413, 8mS, 80nA,88,122,141,154,106,67,77,2017, 
2024-May-20_14:42:02.543, 8mS, 80nA,85,119,139,151,105,65,76,1909, 
2024-May-20_14:42:02.663, 8mS, 80nA,85,120,140,152,105,66,76,1908, 
2024-May-20_14:42:02.793, 8mS, 80nA,86,120,140,152,105,66,76,1958, 
2024-May-20_14:42:02.913, 8mS, 80nA,86,120,139,151,105,65,76,1882, 
2024-May-20_14:42:03.043, 8mS, 80nA,87,121,141,153,106,67,76,1979, 
2024-May-20_14:42:03.163, 8mS, 80nA,87,121,140,153,106,67,77,1984, 
2024-May-20_14:42:03.293, 8mS, 80nA,84,119,139,151,105,65,76,1877, 
2024-May-20_14:42:03.413, 8mS, 80nA,85,120,140,152,105,66,76,1930, 
2024-May-20_14:42:03.543, 8mS, 80nA,85,119,139,151,105,65,76,1905, 
2024-May-20_14:42:03.663, 8mS, 80nA,85,119,139,151,105,65,76,1906, 
2024-May-20_14:42:03.793, 8mS, 80nA,89,123,142,155,107,67,77,2015, 
2024-May-20_14:42:03.913, 8mS, 80nA,86,120,140,151,105,66,76,1950, 
2024-May-20_14:42:04.043, 8mS, 80nA,84,119,139,151,105,65,76,1882, 
2024-May-20_14:42:04.163, 8mS, 80nA,88,122,142,155,106,67,77,1993, 
2024-May-20_14:42:04.293, 8mS, 80nA,87,121,140,152,105,65,76,1892, 
2024-May-20_14:42:04.413, 8mS, 80nA,84,119,139,150,104,65,76,1885, 
2024-May-20_14:42:04.543, 8mS, 80nA,89,122,141,154,106,67,77,2026, 
2024-May-20_14:42:04.663, 8mS, 80nA,88,122,141,153,105,66,76,1918, 
2024-May-20_14:42:04.793, 8mS, 80nA,85,120,140,152,105,66,76,1909, 
2024-May-20_14:42:04.913, 8mS, 80nA,89,122,142,154,106,67,77,2027, 
2024-May-20_14:42:05.043, 8mS, 80nA,86,120,140,152,105,66,76,1954, 
2024-May-20_14:42:05.163, 8mS, 80nA,84,119,139,151,105,65,76,1890, 
