% Time Stamp, Integration Time, Reference Current,Diode 1, Diode 2, Diode 3, Diode 4, Diode 5, Diode 6, Diode 7, Diode 8,
2024-May-20_14:23:26.764, 8mS, 80nA,120,165,196,219,153,96,113,2509, 
2024-May-20_14:23:26.885, 8mS, 80nA,120,165,197,219,154,97,114,2618, 
2024-May-20_14:23:27.015, 8mS, 80nA,124,168,198,221,154,98,114,2652, 
2024-May-20_14:23:27.135, 8mS, 80nA,120,164,196,218,152,95,113,2518, 
2024-May-20_14:23:27.265, 8mS, 80nA,121,165,196,219,153,96,113,2562, 
2024-May-20_14:23:27.385, 8mS, 80nA,125,168,199,222,154,98,114,2674, 
2024-May-20_14:23:27.515, 8mS, 80nA,120,165,196,219,153,96,113,2523, 
2024-May-20_14:23:27.635, 8mS, 80nA,120,165,196,219,155,98,114,2667, 
2024-May-20_14:23:27.765, 8mS, 80nA,123,166,196,219,153,97,113,2607, 
2024-May-20_14:23:27.885, 8mS, 80nA,119,164,195,217,151,95,112,2498, 
2024-May-20_14:23:28.015, 8mS, 80nA,123,166,196,220,153,97,113,2608, 
2024-May-20_14:23:28.135, 8mS, 80nA,191,232,263,310,214,322,385,3414, 
2024-May-20_14:23:28.265, 8mS, 80nA,120,165,195,219,152,96,113,2545, 
2024-May-20_14:23:28.385, 8mS, 80nA,121,165,195,219,152,96,113,2559, 
2024-May-20_14:23:28.515, 8mS, 80nA,162,205,237,273,191,239,281,3049, 
2024-May-20_14:23:28.635, 8mS, 80nA,120,164,195,218,152,96,113,2519, 
2024-May-20_14:23:28.765, 8mS, 80nA,124,168,198,222,154,97,114,2661, 
2024-May-20_14:23:28.885, 8mS, 80nA,164,207,238,276,191,238,281,3077, 
2024-May-20_14:23:29.015, 8mS, 80nA,119,164,196,218,153,96,113,2601, 
2024-May-20_14:23:29.135, 8mS, 80nA,123,167,198,221,154,97,114,2618, 
2024-May-20_14:23:29.265, 8mS, 80nA,120,165,196,218,152,96,113,2524, 
2024-May-20_14:23:29.385, 8mS, 80nA,120,165,196,219,152,96,113,2544, 
2024-May-20_14:23:29.515, 8mS, 80nA,125,168,198,221,154,98,114,2662, 
2024-May-20_14:23:29.635, 8mS, 80nA,121,166,197,219,153,96,113,2552, 
2024-May-20_14:23:29.765, 8mS, 80nA,120,165,196,219,155,98,114,2640, 
2024-May-20_14:23:29.885, 8mS, 80nA,124,168,198,222,154,98,114,2655, 
2024-May-20_14:23:30.015, 8mS, 80nA,119,164,195,217,152,95,112,2494, 
2024-May-20_14:23:30.135, 8mS, 80nA,119,164,195,218,154,97,114,2603, 
2024-May-20_14:23:30.265, 8mS, 80nA,124,167,198,220,153,97,114,2646, 
2024-May-20_14:23:30.385, 8mS, 80nA,119,164,195,218,152,95,113,2514, 
2024-May-20_14:23:30.515, 8mS, 80nA,121,166,197,220,153,97,113,2560, 
2024-May-20_14:23:30.635, 8mS, 80nA,124,167,198,221,154,97,114,2663, 
2024-May-20_14:23:30.765, 8mS, 80nA,120,165,196,219,152,96,113,2515, 
2024-May-20_14:23:30.885, 8mS, 80nA,120,165,196,219,154,98,114,2651, 
2024-May-20_14:23:31.015, 8mS, 80nA,122,166,196,219,153,96,113,2599, 
2024-May-20_14:23:31.135, 8mS, 80nA,119,164,195,218,152,95,112,2500, 
2024-May-20_14:23:31.265, 8mS, 80nA,123,166,197,220,153,97,113,2606, 
2024-May-20_14:23:31.385, 8mS, 80nA,124,167,197,220,153,97,114,2634, 
2024-May-20_14:23:31.515, 8mS, 80nA,119,164,195,218,153,96,113,2549, 
2024-May-20_14:23:31.635, 8mS, 80nA,121,165,196,219,153,96,113,2561, 
2024-May-20_14:23:31.765, 8mS, 80nA,119,164,195,217,152,95,112,2511, 
2024-May-20_14:23:31.885, 8mS, 80nA,119,165,196,219,153,95,113,2507, 
2024-May-20_14:23:32.015, 8mS, 80nA,125,168,198,222,154,98,114,2677, 
2024-May-20_14:23:32.135, 8mS, 80nA,189,232,264,310,214,336,374,3367, 
2024-May-20_14:23:32.265, 8mS, 80nA,118,163,194,216,153,97,113,2603, 
2024-May-20_14:23:32.385, 8mS, 80nA,123,167,197,221,153,97,113,2619, 
2024-May-20_14:23:32.515, 8mS, 80nA,119,164,196,218,152,95,113,2507, 
2024-May-20_14:23:32.635, 8mS, 80nA,119,165,196,218,154,97,114,2563, 
2024-May-20_14:23:32.765, 8mS, 80nA,124,168,198,221,154,97,114,2652, 
2024-May-20_14:23:32.885, 8mS, 80nA,120,164,195,217,152,95,113,2524, 
2024-May-20_14:23:33.014, 8mS, 80nA,120,164,195,218,152,95,112,2521, 
2024-May-20_14:23:33.135, 8mS, 80nA,124,167,197,220,153,97,113,2656, 
2024-May-20_14:23:33.265, 8mS, 80nA,119,163,194,217,151,95,112,2492, 
2024-May-20_14:23:33.385, 8mS, 80nA,119,164,195,218,153,97,113,2612, 
2024-May-20_14:23:33.515, 8mS, 80nA,123,166,196,219,153,97,113,2618, 
2024-May-20_14:23:33.635, 8mS, 80nA,187,232,264,311,215,334,375,3291, 
2024-May-20_14:23:33.765, 8mS, 80nA,123,167,199,222,154,97,114,2593, 
2024-May-20_14:23:33.885, 8mS, 80nA,125,169,199,223,155,98,115,2667, 
2024-May-20_14:23:34.015, 8mS, 80nA,120,166,197,220,153,96,113,2533, 
2024-May-20_14:23:34.135, 8mS, 80nA,121,166,197,220,153,96,113,2547, 
2024-May-20_14:23:34.265, 8mS, 80nA,121,165,196,218,152,96,113,2570, 
2024-May-20_14:23:34.385, 8mS, 80nA,119,164,196,218,152,96,113,2504, 
2024-May-20_14:23:34.515, 8mS, 80nA,124,167,198,221,153,97,114,2634, 
2024-May-20_14:23:34.635, 8mS, 80nA,122,165,196,218,152,96,113,2604, 
2024-May-20_14:23:34.765, 8mS, 80nA,118,163,194,216,152,96,113,2565, 
2024-May-20_14:23:34.885, 8mS, 80nA,122,166,197,221,153,97,113,2589, 
2024-May-20_14:23:35.015, 8mS, 80nA,120,165,196,218,152,96,113,2530, 
2024-May-20_14:23:35.135, 8mS, 80nA,120,165,196,219,153,96,113,2535, 
2024-May-20_14:23:35.265, 8mS, 80nA,124,168,198,221,154,98,114,2662, 
2024-May-20_14:23:35.385, 8mS, 80nA,121,165,195,218,152,96,113,2556, 
2024-May-20_14:23:35.515, 8mS, 80nA,169,213,245,285,214,327,374,3385, 
2024-May-20_14:23:35.635, 8mS, 80nA,123,166,196,220,153,97,113,2621, 
2024-May-20_14:23:35.765, 8mS, 80nA,118,163,194,216,151,95,112,2480, 
2024-May-20_14:23:35.885, 8mS, 80nA,118,163,194,217,152,96,113,2561, 
2024-May-20_14:23:36.015, 8mS, 80nA,123,166,196,219,152,97,113,2625, 
2024-May-20_14:23:36.135, 8mS, 80nA,120,164,195,218,152,95,113,2519, 
2024-May-20_14:23:36.265, 8mS, 80nA,120,165,196,219,152,96,113,2539, 
2024-May-20_14:23:36.385, 8mS, 80nA,125,168,199,222,154,98,114,2672, 
2024-May-20_14:23:36.515, 8mS, 80nA,119,163,194,217,151,95,112,2497, 
2024-May-20_14:23:36.635, 8mS, 80nA,120,165,196,219,155,98,114,2653, 
2024-May-20_14:23:36.765, 8mS, 80nA,123,166,197,219,153,97,113,2615, 
2024-May-20_14:23:36.885, 8mS, 80nA,120,165,197,219,153,96,113,2514, 
2024-May-20_14:23:37.015, 8mS, 80nA,124,168,200,223,155,97,115,2614, 
2024-May-20_14:23:37.135, 8mS, 80nA,125,169,200,222,155,98,115,2663, 
2024-May-20_14:23:37.265, 8mS, 80nA,120,165,197,219,154,96,114,2552, 
2024-May-20_14:23:37.385, 8mS, 80nA,122,167,198,222,154,97,114,2565, 
2024-May-20_14:23:37.515, 8mS, 80nA,122,166,197,220,153,96,114,2571, 
2024-May-20_14:23:37.635, 8mS, 80nA,120,166,197,220,153,96,113,2519, 
2024-May-20_14:23:37.765, 8mS, 80nA,124,168,199,222,154,97,114,2650, 
2024-May-20_14:23:37.885, 8mS, 80nA,123,166,197,220,153,97,114,2600, 
2024-May-20_14:23:38.015, 8mS, 80nA,119,164,195,218,153,96,113,2592, 
2024-May-20_14:23:38.135, 8mS, 80nA,122,166,197,220,153,96,113,2605, 
2024-May-20_14:23:38.265, 8mS, 80nA,119,164,195,218,152,95,112,2513, 
2024-May-20_14:23:38.385, 8mS, 80nA,119,164,195,218,152,96,113,2544, 
2024-May-20_14:23:38.515, 8mS, 80nA,125,168,199,223,155,98,114,2668, 
2024-May-20_14:23:38.635, 8mS, 80nA,121,165,196,219,153,96,113,2543, 
2024-May-20_14:23:38.765, 8mS, 80nA,120,165,197,220,155,98,114,2656, 
2024-May-20_14:23:38.885, 8mS, 80nA,125,169,199,223,155,98,114,2657, 
2024-May-20_14:23:39.015, 8mS, 80nA,119,164,196,218,152,95,113,2490, 
2024-May-20_14:23:39.135, 8mS, 80nA,119,164,196,218,154,97,114,2604, 
2024-May-20_14:23:39.265, 8mS, 80nA,123,166,197,219,153,96,113,2611, 
2024-May-20_14:23:39.385, 8mS, 80nA,119,163,194,217,151,95,112,2495, 
2024-May-20_14:23:39.515, 8mS, 80nA,121,165,196,219,152,96,113,2570, 
2024-May-20_14:23:39.635, 8mS, 80nA,124,167,197,220,153,97,114,2665, 
2024-May-20_14:23:39.765, 8mS, 80nA,121,166,197,221,153,96,113,2541, 
2024-May-20_14:23:39.885, 8mS, 80nA,121,166,197,220,153,96,113,2552, 
2024-May-20_14:23:40.015, 8mS, 80nA,122,166,197,219,153,96,113,2589, 
2024-May-20_14:23:40.135, 8mS, 80nA,120,164,196,219,152,96,113,2513, 
2024-May-20_14:23:40.265, 8mS, 80nA,124,167,198,221,154,97,114,2644, 
2024-May-20_14:23:40.385, 8mS, 80nA,123,166,197,220,153,97,113,2622, 
2024-May-20_14:23:40.505, 8mS, 80nA,120,165,197,220,154,97,114,2589, 
2024-May-20_14:23:40.635, 8mS, 80nA,124,169,200,224,155,98,115,2624, 
2024-May-20_14:23:40.755, 8mS, 80nA,121,167,198,221,154,97,114,2555, 
2024-May-20_14:23:40.885, 8mS, 80nA,121,167,199,222,155,97,114,2567, 
2024-May-20_14:23:41.005, 8mS, 80nA,127,171,202,226,157,99,116,2706, 
2024-May-20_14:23:41.135, 8mS, 80nA,122,168,199,222,155,97,115,2588, 
2024-May-20_14:23:41.255, 8mS, 80nA,121,167,199,222,155,97,114,2545, 
2024-May-20_14:23:41.385, 8mS, 80nA,126,171,202,226,157,99,116,2689, 
2024-May-20_14:23:41.505, 8mS, 80nA,121,167,199,222,155,97,115,2531, 
2024-May-20_14:23:41.635, 8mS, 80nA,121,168,200,223,157,99,116,2636, 
2024-May-20_14:23:41.755, 8mS, 80nA,126,171,202,225,157,99,116,2683, 
2024-May-20_14:23:41.885, 8mS, 80nA,121,167,199,222,155,97,115,2545, 
2024-May-20_14:23:42.005, 8mS, 80nA,124,170,202,226,157,98,116,2599, 
2024-May-20_14:23:42.135, 8mS, 80nA,127,172,203,227,157,99,116,2700, 
2024-May-20_14:23:42.255, 8mS, 80nA,122,169,201,225,156,98,115,2553, 
2024-May-20_14:23:42.385, 8mS, 80nA,122,169,201,225,157,98,116,2557, 
2024-May-20_14:23:42.505, 8mS, 80nA,124,170,201,225,156,98,116,2616, 
2024-May-20_14:23:42.635, 8mS, 80nA,121,168,200,223,155,97,115,2523, 
2024-May-20_14:23:42.755, 8mS, 80nA,124,170,201,225,156,98,115,2638, 
2024-May-20_14:23:42.885, 8mS, 80nA,125,169,200,223,155,98,115,2642, 
2024-May-20_14:23:43.005, 8mS, 80nA,122,167,198,221,154,96,114,2564, 
2024-May-20_14:23:43.135, 8mS, 80nA,122,168,199,222,155,97,114,2582, 
2024-May-20_14:23:43.255, 8mS, 80nA,121,167,199,221,154,97,114,2542, 
2024-May-20_14:23:43.385, 8mS, 80nA,121,167,199,222,155,97,114,2530, 
2024-May-20_14:23:43.505, 8mS, 80nA,125,170,200,224,155,98,115,2657, 
2024-May-20_14:23:43.635, 8mS, 80nA,121,166,197,219,153,96,113,2547, 
2024-May-20_14:23:43.755, 8mS, 80nA,119,165,195,218,153,97,114,2601, 
2024-May-20_14:23:43.885, 8mS, 80nA,123,168,197,220,153,96,114,2612, 
2024-May-20_14:23:44.005, 8mS, 80nA,118,164,194,216,151,94,112,2476, 
2024-May-20_14:23:44.135, 8mS, 80nA,118,164,194,216,152,96,113,2565, 
2024-May-20_14:23:44.255, 8mS, 80nA,124,167,197,219,152,96,113,2629, 
2024-May-20_14:23:44.385, 8mS, 80nA,120,165,195,217,151,95,113,2508, 
2024-May-20_14:23:44.505, 8mS, 80nA,121,166,196,219,152,96,113,2541, 
2024-May-20_14:23:44.635, 8mS, 80nA,125,168,198,220,153,97,114,2655, 
2024-May-20_14:23:44.764, 8mS, 80nA,121,165,196,218,152,95,113,2534, 
2024-May-20_14:23:44.884, 8mS, 80nA,120,166,196,219,153,97,114,2637, 
2024-May-20_14:23:45.015, 8mS, 80nA,122,167,197,219,153,96,114,2587, 
2024-May-20_14:23:45.135, 8mS, 80nA,119,165,195,218,151,95,113,2478, 
2024-May-20_14:23:45.265, 8mS, 80nA,122,167,197,220,153,96,113,2579, 
2024-May-20_14:23:45.385, 8mS, 80nA,123,167,197,220,153,96,114,2601, 
2024-May-20_14:23:45.505, 8mS, 80nA,120,165,196,219,152,95,113,2521, 
2024-May-20_14:23:45.635, 8mS, 80nA,121,166,197,219,152,95,113,2542, 
2024-May-20_14:23:45.755, 8mS, 80nA,120,165,196,218,152,95,113,2519, 
2024-May-20_14:23:45.885, 8mS, 80nA,120,165,196,218,152,95,113,2504, 
2024-May-20_14:23:46.005, 8mS, 80nA,125,169,199,222,154,97,114,2646, 
2024-May-20_14:23:46.136, 8mS, 80nA,121,166,196,219,152,96,113,2563, 
2024-May-20_14:23:46.256, 8mS, 80nA,119,164,195,218,153,97,114,2589, 
2024-May-20_14:23:46.386, 8mS, 80nA,123,168,198,221,153,97,114,2611, 
2024-May-20_14:23:46.506, 8mS, 80nA,119,164,195,217,151,94,112,2477, 
2024-May-20_14:23:46.637, 8mS, 80nA,119,164,195,217,153,96,113,2546, 
2024-May-20_14:23:46.757, 8mS, 80nA,124,168,198,220,153,97,114,2628, 
2024-May-20_14:23:46.887, 8mS, 80nA,120,165,195,218,152,95,113,2504, 
2024-May-20_14:23:47.007, 8mS, 80nA,120,166,196,219,152,95,113,2516, 
2024-May-20_14:23:47.137, 8mS, 80nA,124,168,198,221,153,97,114,2640, 
2024-May-20_14:23:47.257, 8mS, 80nA,120,165,196,218,152,95,113,2481, 
2024-May-20_14:23:47.387, 8mS, 80nA,119,165,196,218,152,95,113,2489, 
2024-May-20_14:23:47.507, 8mS, 80nA,122,166,196,219,152,96,113,2582, 
2024-May-20_14:23:47.637, 8mS, 80nA,119,164,195,217,152,96,113,2548, 
2024-May-20_14:23:47.759, 8mS, 80nA,122,166,197,220,152,96,113,2568, 
2024-May-20_14:23:47.889, 8mS, 80nA,119,164,195,217,151,95,113,2493, 
2024-May-20_14:23:48.009, 8mS, 80nA,119,164,195,217,152,95,113,2510, 
2024-May-20_14:23:48.139, 8mS, 80nA,124,168,198,221,153,97,114,2633, 
2024-May-20_14:23:48.259, 8mS, 80nA,120,165,195,218,152,95,113,2518, 
2024-May-20_14:23:48.389, 8mS, 80nA,118,164,195,218,151,95,113,2473, 
2024-May-20_14:23:48.509, 8mS, 80nA,123,168,198,221,153,97,114,2611, 
2024-May-20_14:23:48.639, 8mS, 80nA,121,165,196,218,151,94,112,2461, 
2024-May-20_14:23:48.759, 8mS, 80nA,119,164,195,217,151,94,113,2473, 
2024-May-20_14:23:48.889, 8mS, 80nA,122,167,197,219,152,96,113,2594, 
2024-May-20_14:23:49.009, 8mS, 80nA,122,166,197,219,151,95,113,2479, 
2024-May-20_14:23:49.139, 8mS, 80nA,121,166,197,220,153,96,113,2541, 
2024-May-20_14:23:49.259, 8mS, 80nA,124,168,198,220,153,97,114,2630, 
2024-May-20_14:23:49.389, 8mS, 80nA,119,165,195,217,152,95,113,2498, 
2024-May-20_14:23:49.509, 8mS, 80nA,120,165,196,219,152,95,113,2509, 
2024-May-20_14:23:49.639, 8mS, 80nA,121,166,196,218,152,96,113,2556, 
2024-May-20_14:23:49.760, 8mS, 80nA,121,165,196,218,152,95,113,2476, 
2024-May-20_14:23:49.890, 8mS, 80nA,123,167,198,221,153,96,114,2603, 
2024-May-20_14:23:50.010, 8mS, 80nA,122,167,197,219,152,96,114,2586, 
2024-May-20_14:23:50.130, 8mS, 80nA,119,164,195,217,151,95,113,2476, 
2024-May-20_14:23:50.260, 8mS, 80nA,122,166,197,220,153,96,113,2567, 
2024-May-20_14:23:50.380, 8mS, 80nA,119,165,195,217,151,95,113,2501, 
2024-May-20_14:23:50.510, 8mS, 80nA,119,164,195,217,152,95,113,2513, 
2024-May-20_14:23:50.630, 8mS, 80nA,124,168,198,221,154,97,114,2640, 
2024-May-20_14:23:50.760, 8mS, 80nA,120,165,196,218,152,95,113,2527, 
2024-May-20_14:23:50.880, 8mS, 80nA,119,164,195,218,152,95,113,2482, 
2024-May-20_14:23:51.010, 8mS, 80nA,124,168,198,222,154,97,114,2621, 
2024-May-20_14:23:51.130, 8mS, 80nA,121,166,196,218,151,94,113,2469, 
2024-May-20_14:23:51.260, 8mS, 80nA,118,164,195,217,151,94,112,2459, 
2024-May-20_14:23:51.380, 8mS, 80nA,122,167,197,219,152,96,113,2593, 
2024-May-20_14:23:51.510, 8mS, 80nA,118,164,195,217,151,94,113,2468, 
2024-May-20_14:23:51.630, 8mS, 80nA,121,166,197,220,153,96,113,2537, 
2024-May-20_14:23:51.760, 8mS, 80nA,124,168,198,220,153,97,114,2632, 
2024-May-20_14:23:51.880, 8mS, 80nA,120,165,195,218,152,95,113,2491, 
2024-May-20_14:23:52.010, 8mS, 80nA,120,166,196,219,152,95,113,2510, 
2024-May-20_14:23:52.130, 8mS, 80nA,122,166,196,219,152,96,113,2560, 
2024-May-20_14:23:52.260, 8mS, 80nA,121,166,196,218,152,95,113,2480, 
2024-May-20_14:23:52.380, 8mS, 80nA,123,167,198,221,153,96,114,2606, 
2024-May-20_14:23:52.510, 8mS, 80nA,123,167,197,220,153,96,114,2593, 
2024-May-20_14:23:52.630, 8mS, 80nA,119,165,195,218,152,95,113,2482, 
2024-May-20_14:23:52.760, 8mS, 80nA,122,167,197,220,153,96,114,2569, 
2024-May-20_14:23:52.880, 8mS, 80nA,120,165,196,218,152,95,113,2503, 
2024-May-20_14:23:53.010, 8mS, 80nA,119,165,195,218,152,95,113,2491, 
2024-May-20_14:23:53.130, 8mS, 80nA,125,169,199,222,154,97,114,2644, 
2024-May-20_14:23:53.260, 8mS, 80nA,121,165,196,218,152,95,113,2533, 
2024-May-20_14:23:53.380, 8mS, 80nA,119,165,196,218,152,95,113,2486, 
2024-May-20_14:23:53.510, 8mS, 80nA,124,169,199,222,154,97,114,2626, 
2024-May-20_14:23:53.630, 8mS, 80nA,121,166,196,219,152,95,113,2473, 
2024-May-20_14:23:53.760, 8mS, 80nA,118,164,195,218,152,95,113,2463, 
2024-May-20_14:23:53.880, 8mS, 80nA,123,167,197,220,153,96,114,2603, 
2024-May-20_14:23:54.010, 8mS, 80nA,119,164,195,217,152,95,113,2476, 
2024-May-20_14:23:54.130, 8mS, 80nA,121,166,197,220,153,96,114,2526, 
2024-May-20_14:23:54.260, 8mS, 80nA,123,168,198,221,153,97,114,2625, 
2024-May-20_14:23:54.380, 8mS, 80nA,120,165,196,218,152,95,113,2480, 
2024-May-20_14:23:54.510, 8mS, 80nA,120,166,197,219,153,96,113,2510, 
2024-May-20_14:23:54.630, 8mS, 80nA,122,166,197,219,152,96,114,2560, 
2024-May-20_14:23:54.760, 8mS, 80nA,119,165,196,218,152,95,113,2480, 
2024-May-20_14:23:54.880, 8mS, 80nA,123,168,198,221,153,96,114,2603, 
2024-May-20_14:23:55.010, 8mS, 80nA,123,167,197,220,153,96,114,2593, 
2024-May-20_14:23:55.130, 8mS, 80nA,119,165,196,218,152,95,113,2479, 
2024-May-20_14:23:55.260, 8mS, 80nA,122,167,197,220,153,96,114,2568, 
2024-May-20_14:23:55.380, 8mS, 80nA,120,165,196,218,152,95,113,2509, 
2024-May-20_14:23:55.510, 8mS, 80nA,119,165,196,218,152,95,113,2509, 
2024-May-20_14:23:55.630, 8mS, 80nA,125,169,199,222,154,97,115,2645, 
2024-May-20_14:23:55.760, 8mS, 80nA,121,166,196,218,152,95,113,2537, 
2024-May-20_14:23:55.880, 8mS, 80nA,119,165,196,218,152,95,113,2486, 
2024-May-20_14:23:56.010, 8mS, 80nA,124,169,199,222,154,97,114,2628, 
2024-May-20_14:23:56.130, 8mS, 80nA,119,164,195,217,152,95,113,2477, 
2024-May-20_14:23:56.260, 8mS, 80nA,118,164,195,217,151,94,113,2468, 
2024-May-20_14:23:56.380, 8mS, 80nA,123,167,197,220,153,96,114,2610, 
2024-May-20_14:23:56.510, 8mS, 80nA,119,164,195,217,151,95,113,2480, 
2024-May-20_14:23:56.631, 8mS, 80nA,120,166,197,220,153,96,113,2524, 
2024-May-20_14:23:56.761, 8mS, 80nA,123,167,198,220,153,96,114,2619, 
2024-May-20_14:23:56.881, 8mS, 80nA,119,164,195,217,152,95,113,2485, 
2024-May-20_14:23:57.011, 8mS, 80nA,119,165,196,219,152,95,113,2493, 
2024-May-20_14:23:57.131, 8mS, 80nA,121,166,196,218,152,95,113,2545, 
2024-May-20_14:23:57.261, 8mS, 80nA,118,164,195,218,151,95,113,2462, 
2024-May-20_14:23:57.381, 8mS, 80nA,123,167,198,220,153,96,114,2596, 
2024-May-20_14:23:57.511, 8mS, 80nA,123,167,197,220,153,96,114,2598, 
2024-May-20_14:23:57.637, 8mS, 80nA,119,164,195,218,151,95,113,2481, 
2024-May-20_14:23:57.757, 8mS, 80nA,121,166,197,220,153,97,114,2640, 
2024-May-20_14:23:57.888, 8mS, 80nA,120,165,196,218,152,95,113,2512, 
2024-May-20_14:23:58.008, 8mS, 80nA,120,165,196,218,152,95,113,2506, 
2024-May-20_14:23:58.138, 8mS, 80nA,125,169,199,222,154,98,114,2644, 
2024-May-20_14:23:58.259, 8mS, 80nA,121,165,196,218,152,95,113,2543, 
2024-May-20_14:23:58.389, 8mS, 80nA,119,165,196,218,154,97,114,2609, 
2024-May-20_14:23:58.509, 8mS, 80nA,124,168,199,222,154,97,114,2627, 
2024-May-20_14:23:58.639, 8mS, 80nA,119,164,195,217,151,95,113,2479, 
2024-May-20_14:23:58.759, 8mS, 80nA,119,164,195,217,153,96,114,2568, 
2024-May-20_14:23:58.889, 8mS, 80nA,124,167,197,220,153,96,114,2623, 
2024-May-20_14:23:59.010, 8mS, 80nA,119,165,195,217,152,95,113,2495, 
2024-May-20_14:23:59.130, 8mS, 80nA,121,166,197,220,153,96,113,2537, 
2024-May-20_14:23:59.260, 8mS, 80nA,124,168,198,221,153,97,114,2643, 
2024-May-20_14:23:59.380, 8mS, 80nA,119,165,196,218,152,95,113,2492, 
2024-May-20_14:23:59.510, 8mS, 80nA,120,165,196,219,152,95,113,2504, 
2024-May-20_14:23:59.630, 8mS, 80nA,122,166,196,219,152,96,113,2573, 
2024-May-20_14:23:59.761, 8mS, 80nA,119,165,195,218,152,95,113,2482, 
2024-May-20_14:23:59.881, 8mS, 80nA,123,167,198,220,153,96,114,2596, 
2024-May-20_14:24:00.011, 8mS, 80nA,123,167,197,220,153,96,114,2603, 
2024-May-20_14:24:00.131, 8mS, 80nA,119,165,195,218,152,95,113,2537, 
2024-May-20_14:24:00.261, 8mS, 80nA,122,166,197,220,153,96,113,2560, 
2024-May-20_14:24:00.381, 8mS, 80nA,120,165,196,218,152,95,113,2520, 
2024-May-20_14:24:00.511, 8mS, 80nA,120,165,196,218,152,95,113,2519, 
2024-May-20_14:24:00.632, 8mS, 80nA,125,169,199,223,154,98,115,2661, 
2024-May-20_14:24:00.765, 8mS, 80nA,121,166,197,219,152,96,113,2558, 
2024-May-20_14:24:00.885, 8mS, 80nA,120,165,196,219,152,95,113,2503, 
2024-May-20_14:24:01.006, 8mS, 80nA,125,169,199,223,153,96,114,2605, 
2024-May-20_14:24:01.136, 8mS, 80nA,122,167,197,219,153,96,113,2578, 
2024-May-20_14:24:01.256, 8mS, 80nA,123,168,198,221,153,97,114,2582, 
2024-May-20_14:24:01.387, 8mS, 80nA,123,168,198,222,153,96,114,2619, 
2024-May-20_14:24:01.507, 8mS, 80nA,119,165,196,218,152,95,113,2492, 
2024-May-20_14:24:01.637, 8mS, 80nA,121,166,197,220,153,96,114,2532, 
2024-May-20_14:24:01.757, 8mS, 80nA,125,168,198,221,152,95,113,2532, 
2024-May-20_14:24:01.887, 8mS, 80nA,121,166,196,218,152,95,113,2533, 
2024-May-20_14:24:02.007, 8mS, 80nA,124,168,198,221,153,97,114,2625, 
2024-May-20_14:24:02.138, 8mS, 80nA,169,212,243,281,153,96,114,2583, 
2024-May-20_14:24:02.258, 8mS, 80nA,119,165,196,218,152,95,113,2491, 
2024-May-20_14:24:02.388, 8mS, 80nA,123,168,198,221,153,97,114,2621, 
2024-May-20_14:24:02.508, 8mS, 80nA,124,168,198,221,153,97,114,2623, 
2024-May-20_14:24:02.640, 8mS, 80nA,121,167,197,220,153,96,113,2551, 
2024-May-20_14:24:02.760, 8mS, 80nA,122,167,198,220,154,98,115,2671, 
2024-May-20_14:24:02.890, 8mS, 80nA,121,166,197,219,152,96,113,2553, 
2024-May-20_14:24:03.010, 8mS, 80nA,121,166,197,219,152,96,113,2545, 
